row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20240710_CVOL_mapp_01_82_blk.mzML Peak height,20240710_CVOL_mapp_01_82_006.mzML Peak height,20240710_CVOL_mapp_01_82_010.mzML Peak height,20240710_CVOL_mapp_01_82_008.mzML Peak height,20240710_CVOL_mapp_01_82_005.mzML Peak height,20240710_CVOL_mapp_01_82_015.mzML Peak height,20240710_CVOL_mapp_01_82_007.mzML Peak height,20240710_CVOL_mapp_01_82_014.mzML Peak height,20240710_CVOL_mapp_01_82_011.mzML Peak height,20240710_CVOL_mapp_01_82_003.mzML Peak height,20240710_CVOL_mapp_01_82_009.mzML Peak height,20240710_CVOL_mapp_01_82_013.mzML Peak height,20240710_CVOL_mapp_01_82_001.mzML Peak height,20240710_CVOL_mapp_01_82_002.mzML Peak height,20240710_CVOL_mapp_01_82_004.mzML Peak height,20240710_CVOL_mapp_01_82_012.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_00.mzML Peak height,20240710_CVOL_mapp_01_82_qc_01.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_02.mzML Peak height,20240710_CVOL_mapp_01_82_qc_04.mzML Peak height,20240710_CVOL_mapp_01_82_qc_03.mzML Peak height,20240710_CVOL_mapp_01_82_qc_02.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_01.mzML Peak height,
310,163.13291149428784,3.6957746,,,,,,,,,,,1808068.5,1380105.9,973924.25,850791.44,1124231.6,866268.7,880797.5,933885.4,1023018.06,909542.4,1303698.6,981298.94,1180670.9,1188707.1,811157.6,1030129.4,1769673.8,1450674.0,1530542.0,1308897.2,1189270.5,1236620.0,1740851.1,
311,207.15916951642623,3.9242454,,,,,,,,,,,104228.445,73290.98,66145.12,58857.586,69429.91,72664.336,88036.37,99538.94,114520.44,84530.99,125625.7,85055.73,112286.195,84424.5,107971.01,91681.67,241179.14,260005.53,267148.6,268519.66,246163.06,248301.89,279839.97,
312,309.22709275720894,3.9973266,,,,,,,,,,,0,0,0,0,0,0,0,0,0,62551.703,54821.926,0,0,57226.035,0,61531.71,219364.52,218870.62,216706.62,243645.8,250317.19,237472.64,232093.7,
313,183.07819724727648,4.0415835,,,,,,,,,,,2055178.5,2002501.4,1905994.5,1904699.6,1839627.8,1976704.5,2053426.2,1841943.8,1840613.2,1848767.6,1975427.8,1842082.5,1981451.5,1950648.1,1815059.1,1874676.5,2040953.6,1934319.6,2001174.1,1906328.5,1862502.9,1881378.8,1928615.0,
314,155.04683713584387,4.0417814,,,,,,,,,,,215808.89,220703.77,215106.23,210889.78,204286.92,213550.58,216749.22,198207.27,210025.83,204331.75,224277.61,199436.5,225147.42,205788.81,203934.02,201089.19,210969.42,208182.06,219802.8,213579.05,205772.52,210857.03,198819.16,
315,256.1543643177011,4.073064,,,,,,,,,,,378597.5,334795.0,340241.47,321991.94,317489.06,309150.47,339243.3,341828.5,338799.97,336330.0,326739.47,321126.34,341049.25,306112.34,312612.94,313453.94,325192.2,312327.22,315648.12,288604.34,327098.28,318578.72,323020.47,
316,149.05983982281822,4.0732613,,,,,,,,,,,3705954.2,2820119.0,2034259.6,1662674.4,2178077.0,1525271.4,1674246.1,1883676.5,1847881.6,1720256.4,2465620.8,1951173.4,2249974.5,2176950.8,1583314.1,1924975.8,3415401.2,2905669.8,3055028.8,1479371.9,1766494.8,2230863.8,3230740.8,
317,233.07852528366925,4.0732613,,,,,,,,,,,5435461.0,3944869.8,2691950.5,2421917.5,3046357.2,2227018.5,2532516.5,2484165.2,2595482.5,2043071.0,3458935.0,2559887.5,2981546.8,2557952.8,2182152.5,2384517.0,3996797.8,3285936.2,3520768.0,1729785.1,2007846.4,2538988.0,3843326.8,
318,211.09656307784897,4.073512,,,,,,,,,,,2007185.8,1316129.9,930327.56,765788.56,1053810.6,704920.8,776741.1,871706.75,857509.8,797846.6,1185912.1,914912.56,1060913.9,1041328.44,743675.3,918222.25,1777734.6,1419530.9,1563449.8,687664.06,856260.06,1036381.5,1665985.9,
319,246.17003194504812,4.082903,,,,,,,,,,,0,0,0,0,0,76127.16,81568.15,166249.98,162395.69,124596.67,155295.17,173391.0,169191.44,136278.89,158874.56,154276.2,213048.17,197091.28,186590.27,198430.34,199883.36,194058.27,209573.33,
320,246.24282782793256,4.119198,,,,,,,,,,,140401.02,0,0,0,0,0,212194.03,520139.12,887261.0,0,754741.94,521987.7,1354784.4,0,174804.38,394579.25,249034.64,298983.06,275094.2,403891.88,346014.34,391232.12,315231.75,
321,202.21660208411907,4.135213,,,,,,,,,,,0,0,0,0,0,0,0,219686.05,205065.39,0,264397.97,228023.44,144539.66,0,111666.414,72577.0,347726.2,382499.84,375521.06,442311.62,428050.6,395496.75,332910.12,
322,262.2377983241962,4.2181225,,,,,,,,,,,140220.56,0,178286.27,0,0,77238.38,398513.5,867935.0,1792193.2,0,2412847.0,1656820.4,899611.8,92539.984,238078.64,444702.22,966944.44,1227044.1,1116087.2,1342035.8,1250372.5,1271858.2,1062468.4,
323,243.20680047199565,4.5750933,,,,,,,,,,,167141.19,0,0,0,0,102970.17,209418.1,210831.5,371842.34,217304.1,401774.38,187569.77,319229.22,135884.53,383507.38,151639.9,290335.5,276552.28,265443.72,310178.47,306101.16,300958.3,289818.44,
324,274.2739934602717,4.7829094,,,,,,,,,,,182380.05,0,143096.12,0,84566.63,0,1022269.6,888328.6,699422.5,0,1964684.6,2164313.2,4139348.0,77564.8,374092.38,995784.56,625903.44,761264.3,676580.6,863126.94,795048.94,778983.9,630779.5,
325,230.24792992222825,4.8062057,,,,,,,,,,,83726.48,0,0,0,0,0,165705.12,185805.28,289007.4,0,337736.5,429668.94,470525.34,0,126350.68,147277.16,323787.9,390033.97,364639.5,400276.12,375281.56,401529.12,335064.47,
326,290.2689697862432,4.8651466,,,,,,,,,,,126153.48,0,100010.24,0,0,0,1161908.9,451555.72,707257.3,0,1747636.2,2476304.8,1162930.4,0,199885.17,512354.66,1074638.2,1405617.1,1366788.4,1707690.2,1538203.1,1506195.8,1249261.0,
327,277.12818400228167,4.8965635,,,,,,,,,,,51024.836,0,0,0,0,0,91100.484,60319.82,55431.496,0,72446.23,53387.13,58268.793,0,54431.945,0,287185.3,296654.34,308097.25,320395.72,297966.2,285447.12,312632.97,
328,322.18600941259774,4.896609,,,,,,,,,,,0,0,0,0,0,0,97236.25,59341.957,51913.06,0,58095.625,50046.992,0,0,0,0,172392.94,203533.2,197203.25,308965.4,270595.66,236410.8,188202.53,
329,299.1101827855454,4.8966165,,,,,,,,,,,0,0,0,0,0,0,66217.516,0,0,0,62143.6,0,0,0,0,0,228272.5,240122.58,242881.47,210020.38,210165.25,220236.1,246390.36,
330,412.2459466269591,4.899558,,,,,,,,,,,0,0,63639.81,70698.67,60720.0,209405.03,155198.64,378969.97,406867.38,376467.28,380113.7,383970.2,400572.62,269375.53,407157.38,335134.16,419392.44,421522.66,405964.0,398249.25,371494.97,408135.16,435927.72,
331,213.14621663313926,4.9404354,,,,,,,,,,,290574.97,249951.58,222224.14,196197.73,231274.08,199848.17,218316.38,196577.62,203658.42,189610.86,236976.38,216199.86,228190.77,239421.16,190359.47,230203.3,300708.5,279713.1,312856.0,241383.11,230088.33,254471.28,330010.97,
332,191.16420907172233,4.941029,,,,,,,,,,,977326.5,825654.9,745908.56,720831.1,812796.2,730258.56,808538.6,740825.9,749883.1,705006.1,811611.0,745638.0,805497.0,781035.44,708817.94,756577.1,991962.5,942000.4,975269.4,881350.5,881038.44,919436.1,1132426.0,
333,226.18018630163385,4.9617853,,,,,,,,,,,66356.336,0,0,0,0,0,64777.656,55081.344,81568.31,0,94969.87,60499.227,131748.94,0,0,65897.945,147401.31,180190.84,158880.52,213544.78,189019.75,188004.2,170013.89,
334,244.19076134126894,4.9621944,,,,,,,,,,,79721.17,0,55690.094,0,53550.957,0,85273.53,70829.37,110600.91,53099.32,125339.81,73938.125,155593.62,63796.625,71200.2,84993.44,187385.58,226077.44,196455.19,259645.19,245083.42,239206.86,206404.92,
335,261.1098417069312,5.074321,,,,,,,,,,,828459.1,556778.06,403029.03,367152.84,483822.34,369994.97,393783.25,373860.38,413003.94,332836.12,510330.25,407790.75,463825.06,434697.28,358765.56,398190.7,643149.44,514051.44,583608.2,342134.12,359978.03,401104.9,605523.1,
336,163.07537628860808,5.074571,,,,,,,,,,,355395.28,266485.56,204853.77,190704.86,232470.19,190106.89,191527.19,203447.0,201388.39,194470.81,251270.75,204437.08,225238.28,224154.84,183601.58,204786.03,320093.94,268760.78,302256.2,187780.94,205466.75,234918.67,310088.34,
337,205.1435244128193,5.148778,,,,,,,,,,,628548.5,432749.25,289301.25,255404.3,334446.5,238363.4,268179.06,270706.78,289751.66,255838.38,378897.62,289953.84,346417.84,362398.1,232200.02,298031.44,522890.12,444708.7,468109.9,235736.44,256069.95,311837.16,541787.56,
338,191.16419558033988,5.1657414,,,,,,,,,,,343099.28,235758.48,169847.44,142775.5,205868.39,141895.72,149873.45,165920.16,168197.56,150681.98,223263.86,166502.89,186711.05,207065.95,139955.75,181979.06,300777.66,254768.38,255753.97,134459.73,156595.05,180061.95,292189.2,
339,274.27398326098046,5.1780167,,,,,,,,,,,0,0,154739.97,65924.65,0,134024.45,199018.05,279505.03,967259.94,449283.44,952624.7,0,786596.25,272028.97,1097542.0,379672.1,228378.8,260858.9,222263.66,327276.7,269377.3,259091.03,230923.3,
340,163.0753777281556,5.18384,,,,,,,,,,,650616.1,495938.62,396010.2,350392.2,446480.16,344851.12,390610.8,393152.56,414582.78,356876.84,456786.56,387055.3,444473.03,440896.7,367791.0,384564.03,649190.8,630253.3,608320.5,406936.5,436410.94,509777.34,641705.44,
341,239.12782332759153,5.18384,,,,,,,,,,,834882.5,573051.0,450198.56,385164.16,510316.56,399175.0,434316.16,432009.3,449998.94,400623.56,537326.6,438275.8,505328.47,497241.88,400929.84,428164.72,797504.7,742465.94,742409.8,451070.0,490789.47,591263.8,772428.0,
342,261.1098458318926,5.18384,,,,,,,,,,,1899989.8,1316128.1,1012361.44,861830.4,1140068.2,869630.5,982950.75,929403.6,969241.7,815279.0,1132314.8,947772.6,1075292.2,1082320.5,828772.6,903050.2,1655517.8,1490406.1,1469950.4,905735.6,987112.56,1171608.9,1545735.9,
343,284.18559797159355,5.1844387,,,,,,,,,,,242562.53,204354.88,211989.0,183787.05,193908.2,193104.88,232863.62,203596.95,220823.14,212775.12,204679.11,198159.9,200220.75,202748.52,203385.1,194079.28,236214.05,233732.83,220045.16,224683.78,225430.81,249597.28,225978.17,
344,272.2583247834951,5.3128138,,,,,,,,,,,0,0,81691.33,54877.58,0,147976.27,178985.05,421613.03,623822.5,340780.66,665214.1,362158.4,722493.25,244162.9,786016.9,273451.47,163278.98,199803.27,182672.48,244134.03,228185.94,223521.97,180366.06,
345,302.30539371284584,5.342753,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,113182.266,191159.27,264111.25,0,0,0,0,0,0,0,0,0,0,
346,318.3003466779332,5.404178,,,,,,,,,,,0,158745.34,513239.03,326302.4,336335.88,853387.4,1394650.8,2610794.8,3695688.5,2254172.5,4073921.8,1927011.1,3544189.5,1293292.5,7308692.0,1546632.8,1147767.8,1334493.1,1293403.4,1413559.4,1422638.6,1365268.5,1158888.2,
347,198.18536775375537,5.4721684,,,,,,,,,,,272435.53,265261.22,262163.25,259047.73,262186.75,266938.06,287479.3,286042.2,276351.34,258787.4,282272.06,268162.03,269896.4,266879.56,257928.98,261562.31,266936.1,287845.44,272561.25,267828.66,263334.84,272674.38,282965.8,
348,451.2303599633166,5.55879,,,,,,,,,,,326819.78,351135.97,374082.25,325023.47,355699.44,327268.8,349289.84,363030.72,316482.78,370678.44,279847.47,337036.7,341429.62,298180.06,329576.12,325491.47,278548.38,322687.97,301181.97,326822.4,338477.78,346557.22,284785.78,
349,158.15403941131865,5.595717,,,,,,,,,,,3768152.0,3570375.0,3497004.0,3410868.5,3422092.5,3520758.2,3731200.5,3491190.8,3586617.5,3365801.5,3446040.8,3418385.5,3384740.5,3461692.8,3432766.2,3382786.5,3489401.5,3573714.8,3693241.5,3439409.5,3501651.5,3434226.2,3727758.5,
350,398.23026679147046,5.598686,,,,,,,,,,,0,0,0,0,0,58251.33,85127.1,137969.6,227716.28,125497.35,189118.14,140575.73,162700.6,100950.6,225385.39,135405.42,156833.78,176845.28,169344.0,165420.28,165755.33,180943.94,163881.62,
351,223.1328206991431,5.611721,,,,,,,,,,,748439.5,755334.2,723307.0,706627.3,714199.44,734014.2,731020.5,770814.56,732852.5,719573.1,727538.5,739155.25,711130.44,738753.2,709395.1,728038.75,709107.94,758344.25,727953.75,726683.4,716643.56,760779.56,733455.25,
352,249.20607896637293,5.618715,,,,,,,,,,,241089.38,212149.75,194731.19,192067.44,188910.88,205974.23,224084.45,220080.3,219231.98,205226.0,227540.89,218717.31,222125.72,209346.31,243294.77,199771.77,406382.0,443105.16,448509.25,438236.28,433020.9,433882.06,449571.9,
353,440.2773321443094,5.6315207,,,,,,,,,,,0,72211.6,119178.44,128039.37,87983.11,251544.62,377480.56,524629.4,966895.7,635201.1,783840.75,432757.53,718012.3,381472.66,994434.06,531515.44,744759.9,782552.0,793312.75,773014.75,756839.9,806523.6,692340.0,
354,302.30539951080857,5.678591,,,,,,,,,,,0,74254.39,264867.22,151809.06,145338.66,250107.97,692138.0,770179.75,1983489.8,930457.75,2001515.0,569205.2,1536077.2,644226.9,3580937.2,976921.2,488678.9,518923.75,588436.44,681505.44,603579.44,575915.6,587579.0,
355,299.30575609049725,5.7031674,,,,,,,,,,,0,0,0,0,0,0,63395.184,111274.07,148332.81,84164.19,154040.6,101460.48,138616.25,67484.05,415553.38,66714.516,61600.77,71198.56,80034.64,80782.3,79370.93,0,67755.055,
356,300.2897335560626,5.815223,,,,,,,,,,,0,0,0,74452.99,79666.95,129293.3,335474.84,466023.28,503945.4,283383.7,551034.75,326963.72,545700.06,225978.75,1158016.2,257322.23,191130.27,196202.94,196759.66,226653.64,218918.88,213210.19,203575.78,
357,348.20168509587114,5.836583,,,,,,,,,,,508249.22,246462.47,265776.38,238807.62,262148.22,253008.19,261698.7,239442.98,239269.27,246147.84,239764.12,258549.6,243758.28,232995.56,239000.64,305312.7,239159.61,258093.12,260780.44,257992.5,269826.25,246121.48,248292.95,
358,304.1754689054012,5.855591,,,,,,,,,,,703133.1,240984.38,307609.66,231713.9,253059.77,225128.17,223342.06,193714.22,182799.95,183709.8,194956.84,186628.33,191586.33,214061.27,190020.06,381021.3,226604.11,251043.88,263019.94,255389.22,220049.61,223386.39,240002.67,
359,281.295110106613,5.884161,,,,,,,,,,,71924.48,0,0,0,0,85703.14,107835.12,164524.7,289340.53,115662.36,268339.6,254138.11,249565.7,102852.7,313397.6,103451.12,53076.113,82902.69,71779.016,81292.42,81949.86,90312.086,70472.945,
360,286.31040361847664,5.897953,,,,,,,,,,,0,0,0,0,0,0,86701.06,105424.97,377363.22,105571.516,392032.7,77645.08,256459.06,0,426603.5,139422.92,70904.77,72390.52,72234.63,95632.195,88526.97,84182.805,70851.13,
361,466.29306099776016,5.89868,,,,,,,,,,,0,0,0,54191.707,0,112431.14,229246.45,296745.75,412738.56,229415.31,331145.84,276564.66,332164.9,134678.69,343921.4,184182.8,307561.3,316006.44,322046.75,362621.03,379308.06,360952.84,312269.88,
362,242.28421738995067,5.9119234,,,,,,,,,,,0,0,0,0,0,0,96278.58,77321.27,249267.27,194855.4,351629.6,54063.402,171173.94,107655.04,332326.5,146822.48,67047.98,73243.26,71608.59,91468.23,81100.77,85462.7,0,
363,179.10668941749395,5.9504867,,,,,,,,,,,372177.56,395953.03,416725.5,377603.7,365815.12,370408.44,397768.47,392408.3,387926.62,388701.34,402522.7,394438.12,390169.44,398319.2,375316.72,393389.06,360017.44,376653.7,398912.72,380006.56,390101.62,362411.56,370748.88,
364,149.02342389006236,5.97673,,,,,,,,,,,1161507.8,1099328.9,1118579.8,1014953.94,1070848.6,1013643.5,1001485.0,1027831.9,1006557.94,1014021.3,1076089.9,1103188.6,1036463.4,1088508.5,979008.1,1070397.0,1252419.4,1159747.5,1119932.6,1006114.2,999390.2,1040099.0,1151226.9,
365,177.05469114878662,5.97673,,,,,,,,,,,1181058.9,1072020.0,1046460.94,969983.3,1041183.56,941668.06,1005434.5,1005302.4,987557.3,985105.06,1064402.0,1084067.4,1019789.1,1091503.4,944646.25,1048228.4,1253066.1,1136592.5,1155229.9,970208.5,996660.5,999474.9,1188241.6,
366,223.09652172840643,5.97673,,,,,,,,,,,768879.56,670769.6,640737.5,577767.4,637923.75,562471.25,588338.25,602410.2,583206.5,577300.9,655702.44,656124.0,617248.4,636882.8,542032.94,622542.3,784377.2,673861.3,724926.4,560802.25,585908.3,609361.25,755228.2,
367,284.2947804393053,6.003449,,,,,,,,,,,0,0,58576.188,0,0,55844.816,126377.91,224688.98,467681.1,148173.03,501279.72,138421.6,380007.97,114394.58,652810.56,183099.16,98415.08,104512.91,117430.57,141702.9,132735.42,142436.42,97088.38,
368,284.3311713400587,6.1511436,,,,,,,,,,,0,0,0,0,0,0,74942.06,0,93752.125,2226580.2,218997.75,52483.062,254511.33,62343.227,75603.79,0,152730.77,202305.86,183229.23,232496.48,227116.7,228337.48,167155.17,
369,311.1852737554285,6.186108,,,,,,,,,,,1081728.6,974764.5,1015151.3,1032526.1,985806.06,1021859.06,998444.5,1035048.75,1008532.44,966224.06,948911.7,990552.2,992165.3,988369.5,990604.9,989675.44,975041.1,964996.5,1050310.4,949543.8,1003143.1,949778.0,953184.4,
370,554.3454985138203,6.2927456,,,,,,,,,,,0,0,0,0,0,61119.74,105026.16,193938.23,197491.58,96564.31,185975.66,114825.445,156638.53,60823.957,233321.66,85484.67,133640.22,141333.72,158065.03,166824.38,168582.58,169415.03,150815.9,
371,468.30867509854,6.304534,,,,,,,,,,,0,0,54865.41,51420.438,58005.445,134234.98,223010.3,329474.7,379785.1,271689.44,404178.2,272282.12,348696.7,149174.72,474822.53,203974.58,306138.03,289430.06,314101.56,348107.94,362719.16,360180.8,329727.44,
372,358.3679098089445,6.322688,,,,,,,,,,,0,0,0,0,0,0,117978.47,138623.27,400522.88,0,347278.97,93516.586,214165.95,64887.29,437014.53,156154.36,0,74005.66,75688.55,93992.625,81755.1,82884.805,76712.43,
373,426.26152879164397,6.3969154,,,,,,,,,,,0,0,51784.418,0,0,80835.02,118852.03,195550.11,393776.03,206215.84,337758.88,206610.75,322474.75,182464.53,340898.66,197158.77,186895.95,208815.16,214549.36,241263.58,229817.88,218242.92,184989.45,
374,468.3086543718017,6.4279604,,,,,,,,,,,0,0,0,0,0,114693.78,156908.22,291200.4,386363.8,197454.31,304735.78,286477.03,314058.25,140614.77,330947.4,200932.75,239665.14,283267.4,286734.28,320049.1,300410.06,303739.8,262867.0,
375,288.2533164627826,6.457025,,,,,,,,,,,287891.47,315848.0,297658.4,269719.47,285521.7,284287.7,276331.88,292543.25,271546.7,282920.5,292913.03,286297.0,299697.06,286397.22,283981.4,264006.22,301796.75,267351.2,270559.88,281554.44,283530.28,277360.2,308519.2,
376,250.11865678531305,6.478004,,,,,,,,,,,741712.56,122355.96,356963.7,169400.48,219938.2,175996.17,187810.47,0,0,0,0,0,0,0,0,525385.1,0,101342.04,126528.91,110979.58,81119.59,60681.12,70761.27,
377,195.10169119215251,6.485324,,,,,,,,,,,678535.56,699758.2,676466.94,709019.94,670918.75,705392.8,734711.1,760542.8,752041.0,731031.9,705359.3,688197.75,749242.5,726523.7,695426.94,683489.44,577082.6,711390.44,643142.4,726861.5,736655.7,685195.5,656053.7,
378,452.27739406264385,6.5114717,,,,,,,,,,,0,359580.5,553176.56,480119.16,489504.6,1683390.6,2603493.2,4740450.0,5384033.0,2755628.0,4780105.5,4096208.0,4588134.5,1880712.0,5773120.5,2323319.8,3030674.5,3741340.2,3881581.2,4653435.0,4049712.8,4197939.0,3461924.0,
379,474.25924619301026,6.511657,,,,,,,,,,,0,0,0,0,0,98493.31,164050.77,376422.53,426496.44,187058.36,376145.8,325231.97,350862.0,110348.05,469820.12,156509.64,224743.64,273309.16,285620.25,356716.03,309447.38,319713.9,250392.95,
380,494.3245142908009,6.541777,,,,,,,,,,,0,1467058.0,1666345.8,2069401.9,2212432.0,5632958.0,1.1504996E7,1.5802736E7,2.1608812E7,1.0177977E7,2.0723604E7,1.1196679E7,1.4782327E7,6244553.0,2.0324996E7,7069711.0,1.3493847E7,1.4540547E7,1.3416066E7,1.6802556E7,1.6430795E7,1.6764911E7,1.3784717E7,
381,516.3059827977387,6.542378,,,,,,,,,,,0,128976.43,224522.33,291067.3,309155.8,989239.1,1434617.2,1440432.8,1648892.6,1367093.2,1758761.2,1354977.2,1465536.0,1134764.0,1610204.8,1132464.6,1506927.6,1454868.6,1355369.6,1489391.5,1446991.9,1534421.0,1541662.4,
382,140.06823234712158,6.600897,,,,,,,,,,,0,0,0,0,0,0,0,210652.73,212917.42,211001.83,214384.08,0,204196.42,0,217412.67,0,0,0,0,205454.3,198206.42,194038.2,0,
383,265.1797299938552,6.613176,,,,,,,,,,,201025.02,202919.77,236591.83,235577.83,213662.55,218482.81,230658.38,228421.31,257145.67,274599.66,248467.61,250983.9,234281.34,212542.7,248908.48,214381.81,213613.4,227487.86,221968.72,242120.33,235106.73,225910.36,197556.22,
384,474.25928569376197,6.625928,,,,,,,,,,,0,0,0,0,0,59821.14,123912.47,191152.28,274544.78,167551.39,307136.34,192847.19,268847.6,108439.47,327808.2,106947.305,151397.17,205218.2,174925.34,223527.84,231075.9,218368.25,164756.16,
385,452.27736388888667,6.626161,,,,,,,,,,,0,302108.34,692514.56,560774.8,402295.06,1156704.4,2155891.0,3088864.5,4193311.2,2761237.5,4699338.0,3106122.8,4030536.5,1975913.1,5065143.0,1950072.0,2685811.5,3323702.2,2824132.2,3543301.8,3676803.2,3599023.8,2859938.0,
386,502.29036344154406,6.641752,,,,,,,,,,,0,0,0,0,0,0,142929.58,204522.66,397868.03,113181.96,331332.88,147790.0,235340.39,0,365586.8,73704.484,196810.94,166397.14,201165.38,214629.08,213042.16,195022.6,173536.66,
387,480.30871920522037,6.647311,,,,,,,,,,,0,50341.664,88860.55,78190.64,75439.43,190900.52,611243.5,723437.25,1283619.2,412250.22,892645.7,510992.2,783605.56,228232.47,1275720.0,347849.6,656983.25,600268.4,718653.2,778990.1,783298.06,746706.75,629138.1,
388,516.3061736982776,6.6556077,,,,,,,,,,,0,0,0,0,0,166124.97,457168.22,806353.2,1027855.4,360263.8,859964.9,816044.1,781232.8,193908.64,1036185.06,277325.53,571123.75,693400.44,710487.2,806259.9,792817.4,727469.6,612044.75,
389,494.3243427811083,6.656532,,,,,,,,,,,0,326983.5,526238.1,491440.1,546411.6,1517524.8,2685785.2,4401185.0,5919434.5,2182975.2,4668660.0,4244760.5,4105425.5,1573191.6,5592268.0,2001361.1,3329533.2,3885217.5,3913399.0,4367988.5,4326904.5,3938440.5,3442830.0,
390,480.30867578996,6.753544,,,,,,,,,,,0,0,0,0,0,0,133173.56,160411.19,281364.8,102274.27,240655.19,128754.68,209877.88,77023.76,240553.95,94026.87,135908.36,152255.84,159635.25,186258.92,175086.11,177005.42,130367.47,
391,395.3632818470042,6.816845,,,,,,,,,,,274538.6,332556.47,384056.06,477524.3,392948.3,513981.84,588185.56,474504.2,427288.62,497725.94,348604.88,393421.12,402422.9,378495.53,486120.4,408863.78,271434.53,305795.44,314179.62,490148.66,476251.72,413820.12,304445.3,
392,496.33990065617974,6.9502935,,,,,,,,,,,0,0,0,58336.18,85991.6,263780.38,256994.58,650654.0,334081.56,309942.03,340316.66,639695.94,496504.34,161606.12,663474.44,158855.78,344952.12,391760.6,358218.75,410885.1,396675.44,392867.56,366419.06,
393,140.06823903679046,7.036026,,,,,,,,,,,0,0,0,0,0,0,232113.6,0,206707.55,0,209681.8,218170.58,206425.7,0,230307.03,0,225042.14,209421.02,212936.75,202758.55,206325.56,197937.62,206657.81,
394,476.27493396917913,7.038642,,,,,,,,,,,0,0,0,0,0,0,0,60994.18,212152.67,106003.98,180942.77,74979.78,208690.4,58494.094,247593.84,65514.32,0,52908.66,0,66561.13,69234.15,63470.387,0,
395,454.2929957211846,7.0396805,,,,,,,,,,,0,91042.055,401191.22,188330.06,146039.44,440905.2,724456.4,1063819.8,3143269.5,1852140.8,2754413.0,1482521.9,3066837.0,1168159.5,3611865.2,1234364.2,880139.75,1092867.2,951142.94,1248221.1,1279100.5,1222753.0,913938.6,
396,518.3218695207468,7.070894,,,,,,,,,,,0,0,0,0,0,53976.78,69105.766,273834.75,378905.34,177605.56,208450.78,348902.3,475840.12,66693.99,449768.34,69496.45,61579.445,129787.39,109378.87,176729.88,198883.33,173200.61,94895.95,
397,496.3399220750995,7.072333,,,,,,,,,,,0,114902.49,200035.39,153759.42,231527.48,593505.3,780083.9,1639939.6,2195423.2,1204003.2,1554613.6,2069467.8,2453842.8,843880.8,2262265.8,684877.0,900867.44,1121628.2,968339.4,1320089.0,1350153.5,1171578.5,1016782.56,
398,140.0682250878842,7.111668,,,,,,,,,,,0,0,0,0,0,0,0,0,203150.61,0,0,0,207353.39,0,222076.36,0,0,0,0,0,0,0,0,
399,758.5693502760782,7.143002,,,,,,,,,,,0,0,0,0,0,0,0,485991.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
400,480.30870594490966,7.14405,,,,,,,,,,,0,260548.66,450634.56,369607.16,383290.66,1132653.0,2004156.2,3840320.5,3986901.2,2307806.8,3887376.2,3581796.0,3816951.2,1338843.8,4680293.5,1467488.4,1831426.9,2377629.5,2087611.2,2701702.2,2700911.2,2255965.0,2108757.8,
401,502.29041738739875,7.1441607,,,,,,,,,,,0,0,0,0,0,61659.848,118545.47,272276.8,285471.84,148412.08,277279.47,254408.66,282152.0,73508.945,346326.5,86116.336,110341.18,154416.81,137013.23,177154.05,185434.22,150070.14,130378.35,
402,325.20089470468554,7.162126,,,,,,,,,,,261452.14,255339.52,243388.28,233842.3,231180.6,226847.69,217479.42,206591.39,206753.27,233950.08,229654.88,237567.34,198702.14,244314.11,192260.31,234841.08,257524.62,229737.36,224625.08,212983.95,212018.28,218250.28,243440.48,
403,522.3559274659308,7.175928,,,,,,,,,,,0,634619.25,958156.06,1114997.1,1008598.06,2607367.0,5492379.5,6801791.5,9695504.0,4637955.0,9810102.0,5519309.0,7215064.0,2221829.5,1.0989484E7,3304820.8,5045209.5,5926914.5,5332690.5,7034012.0,6721064.5,5430673.0,5951090.5,
404,544.3374451970253,7.176483,,,,,,,,,,,0,52204.387,116661.02,119682.81,128946.17,433757.38,879083.4,890030.06,1107189.0,722022.3,1261728.2,921344.5,958757.1,361889.38,1206845.4,580257.7,928696.25,942668.7,853205.56,955104.56,944776.6,790169.25,999940.8,
405,480.3086836778188,7.2526507,,,,,,,,,,,0,0,0,0,0,55592.43,92756.945,118728.3,200070.94,91211.2,180818.92,138856.02,210174.5,76919.63,237991.88,69894.34,85566.86,95033.69,95618.625,117144.43,122211.164,105546.48,76509.29,
406,522.3557087695403,7.279509,,,,,,,,,,,0,0,59236.16,0,70322.16,119104.43,207932.16,347628.22,388598.53,193353.88,331775.72,328394.78,331771.88,122079.695,506226.72,155901.94,215084.78,243246.27,236759.94,312449.7,293103.94,254252.95,228124.03,
407,508.3400480006728,7.2932715,,,,,,,,,,,0,0,0,0,0,104953.05,261336.62,285989.3,497000.03,220229.84,462128.66,215681.1,320261.06,108959.35,499825.4,167964.83,228797.55,217850.8,252428.53,284690.66,324058.88,276699.8,217226.44,
