"sirius_smiles"	"sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"feature_id"
"C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O"	235	1	1	1	1	"0.31134370212001233"	-23.9639312998837	0.847236180904523	11.7037012779615	"C6H13O9P"	"[M + K]+"	"NBSCHQHZLSJFNQ"	"InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)"	"bmse000016"	-4.19999981	"208;5958;65127;439198;439284;439404;439427;440100;447096;449526;4178491;4459709;9817215;9859975;10848963;12314997;11536233;10038266;12598269;11651816;11651817;11701643;10332946;10422797;10422798;11499884;16219407;21604864;21604865;23421197;23421199;23421200;25200774;25244236;24802166;42609823;44589902;44629605;46936284;51351673;51351674;59660207;59660208;66804219;72200063;71048769;70828590;90657928;90087729;92043642;89530481;89533633;92144442;92331698;92331699;92450038;102072969;101251820;100983220;124302956;124303605;129703999;129800866;133556303;134813555;135054589;135070792"	"HMDB:(1078 1401 3498);SuperNatural:(SN00005991 SN00006877 SN00368182 SN00005992);ZINC bio:(ZINC01529564 ZINC01532857 ZINC03869395 ZINC03869396 ZINC03869397 ZINC03869398 ZINC03875374 ZINC03875375 ZINC04096188 ZINC08551508 ZINC13540027);additional;MeSH:(65127 25244236);Plantcyc:(CPD-15711 GLC-6-P CPD-15712 CPD-1241 D-HEXOSE-6-PHOSPHATE MANNOSE-6P ALPHA-GLC-6-P);PubMed;NORMAN:(NS00015226);COCONUT:(CNP0093800 CNP0209092);KNApSAcK:(7307);Natural Products:(UNPD119019 UNPD208877);PubChem:(208 5958 65127 439198 439284 439404 439427 440100 447096 449526 4178491 4459709 9817215 9859975 10848963 12314997 11536233 10038266 12598269 11651816 11651817 11701643 10332946 10422797 10422798 11499884 16219407 21604864 21604865 23421197 23421199 23421200 25200774 25244236 24802166 42609823 44589902 44629605 46936284 51351673 51351674 59660207 59660208 66804219 72200063 71048769 70828590 90657928 90087729 92043642 89530481 89533633 92144442 92331698 92331699 92450038 102072969 101251820 100983220 124302956 124303605 129703999 129800866 133556303 134813555 135054589 135070792);CHEBI:(49728 91004 61548 58735 58247 134068 4170 4141 136602 58225 47944 43896 17719 48066 17665 61567 60332 61667 41076);PubChem class - bio and metabolites;KEGG:(C00275 C01172 C02965 C03735 C00668 C01113 C00092 C02962);YMDB:(2311 311 947 966 242);Training Set;Biocyc:(CPD-15711 GLC-6-P CPD-15712 CPD-1241 D-HEXOSE-6-PHOSPHATE MANNOSE-6P CPD1A0-6282 ALPHA-GLC-6-P SMA-0000014 SMA-0000409)"	20965758	298.99324	41.16	"148_mapp_batch_00114_sirius_148"	148	NA	NA	148
"C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O"	348	1	1	1	1	"0.13242243070602047"	-13.6225927162949	0.998994974874372	17.4496628084368	"C12H22O11"	"[M + Na]+"	"QIGJYVCQYDKYDW"	"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2"	"Nigerose"	-4.19999981	"129887;439512;439637;440240;4195243;5287770;5288340;5288768;9798107;9798108;9819401;9840966;9967861;11013287;15560009;15560010;15560011;15560014;15560016;16219440;21581151;21581152;21121206;24812250;45480590;44176417;44246480;49820613;49822388;46916363;46916405;46931125;52939789;54229533;60076984;59101134;57679915;59140762;57832405;68977357;68977360;68977795;69903934;69905492;71010344;71749900;70822988;70864857;70875643;70930734;71317027;71476884;90658077;89762396;91114576;89824769;95162406;95162407;95162408;95162409;95162568;95162569;95162570;95162571;95162572;95162573;95162574;95162575;91373772;97050062;97050063;97050064;91846874;91848228;91848256;91848311;91849191;91849310;91849315;91850171;91851217;91852120;91852649;91853291;91853778;91854857;91855557;91857854;91859090;91859136;91861305;91861703;91861827;102014817;101359398;118968875;118973957;122679508;122692687;124916011;124916012;124916013;124916014;126557672;129630279;131707376;131707498;133611837;133688412;134128057;134814111;135019516;132451890"	"HMDB:(29882 60068);SuperNatural:(SN00334900 SN00323622 SN00251805 SN00351022 SN00382142 SN00249049 SN00326958 SN00268649 SN00384785 SN00364508 SN00285437 SN00359243 SN00237947 SN00257979 SN00372975 SN00371581 SN00311516 SN00267586);ZINC bio:(ZINC04095663 ZINC04095664 ZINC04095786 ZINC04095787 ZINC04544899 ZINC04544901 ZINC04544903 ZINC04544905);additional;MeSH:(129887 439512 439637 15560009 15560011 16219440 44246480 97050062 129630279 134128057);Plantcyc:(3-BETA-D-GLUCOSYLGLUCOSE);PubMed;COCONUT:(CNP0217324);KNApSAcK:(1137);Natural Products:(UNPD6272 UNPD57513 UNPD52362 UNPD70960 UNPD134344 UNPD150832 UNPD89720 UNPD208792 UNPD58592 UNPD140653 UNPD166455 UNPD57476 UNPD106821 UNPD195260 UNPD195361 UNPD208852 UNPD32928 UNPD169705 UNPD115297 UNPD94733 UNPD87759);PubChem:(129887 439512 439637 440240 4195243 5287770 5288340 5288768 9798107 9798108 9819401 9840966 9967861 11013287 15560009 15560010 15560011 15560014 15560016 16219440 21581151 21581152 21121206 24812250 45480590 44176417 44246480 49820613 49822388 46916363 46916405 46931125 52939789 54229533 60076984 59101134 57679915 59140762 57832405 68977357 68977360 68977795 69903934 69905492 71010344 71749900 70822988 70864857 70875643 70930734 71317027 71476884 90658077 89762396 91114576 89824769 95162406 95162407 95162408 95162409 95162568 95162569 95162570 95162571 95162572 95162573 95162574 95162575 91373772 97050062 97050063 97050064 91846874 91848228 91848256 91848311 91849191 91849310 91849315 91850171 91851217 91852120 91852649 91853291 91853778 91854857 91855557 91857854 91859090 91859136 91861305 91861703 91861827 102014817 101359398 118968875 118973957 122679508 122692687 124916011 124916012 124916013 124916014 126557672 129630279 131707376 131707498 133611837 133688412 134128057 134814111 135019516 132451890);CHEBI:(53451 61110 60180 61772 61663 53651 7570 59430 18411 144332 52996 27554 60477 52997 62330);PubChem class - bio and metabolites;KEGG:(C19773 C04147 C01518 C02048);Biocyc:(CPD-10703 CPD8J2-19 3-BETA-D-GLUCOSYLGLUCOSE CPD-12789 CPD-13557)"	20621694	365.1055	36.1	"116_mapp_batch_00114_sirius_116"	116	NA	NA	116
"C(CC(=O)N)C(C(=O)O)N"	62	1	1	2	2	"0.7274326393214905"	-20.5431258006072	1	24.7368171950892	"C5H10N2O3"	"[M + H]+"	"ZDXPYRJPNDTMRX"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"glutamin"	-1.80237091	"738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741"	"HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)"	255847294	147.07662	72.08	"216_mapp_batch_00114_sirius_216"	216	NA	NA	216
"C(CC(=O)N)C(C(=O)O)N"	43	1	1	2	2	"0.799236445071739"	-12.4063501734613	1	38.3478440223039	"C5H10N2O3"	"[M + H]+"	"ZDXPYRJPNDTMRX"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"glutamin"	-1.80237091	"738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741"	"HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)"	255847294	147.07658	34.62	"99_mapp_batch_00114_sirius_99"	99	NA	NA	99
"C(CC(=O)N)C(C(=O)O)N"	145	1	1	1	1	"0.516528392747111"	-27.4798845661059	1	37.0268771980943	"C5H10N2O3"	"[M + Na]+"	"ZDXPYRJPNDTMRX"	"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)"	"glutamin"	-1.80237091	"738;5961;145815;3949139;5460866;5460862;5460863;5460865;5460870;5460871;6992086;6992096;11789351;15560190;15560193;15560194;16213341;16217249;16217534;16217562;16217702;25244553;60111834;56835788;57616937;59584414;59274060;58203006;71308839;71308840;71308841;71308842;71309440;71309658;71309916;71309977;86671832;87103585;87103617;87528065;87151912;88901893;88959280;87944963;87945056;90973518;91337929;101964087;101964088;102387240;117059134;124202803;129848886;131879741"	"HMDB:(641 3423);PubChem class - food;SuperNatural:(SN00002229 SN00002216);ZINC bio:(ZINC01532526 ZINC01532609);additional;HSDB:(56-85-9);MeSH:(5961 145815);Plantcyc:(GLN GLUTAMIDE);PubMed;NORMAN:(NS00006419);COCONUT:(CNP0361973);KNApSAcK:(1359);Natural Products:(UNPD3701);PubChem:(738 5961 145815 3949139 5460866 5460862 5460863 5460865 5460870 5460871 6992086 6992096 11789351 15560190 15560193 15560194 16213341 16217249 16217534 16217562 16217702 25244553 60111834 56835788 57616937 59584414 59274060 58203006 71308839 71308840 71308841 71308842 71309440 71309658 71309916 71309977 86671832 87103585 87103617 87528065 87151912 88901893 88959280 87944963 87945056 90973518 91337929 101964087 101964088 102387240 117059134 124202803 129848886 131879741);CHEBI:(32666 32678 32665 28300 32672 17061 58359 32673 18050 32679 58000);PubChem class - bio and metabolites;KEGG:(C00064 C00303 C00819);PubChem class - safety and toxic;YMDB:(990 2);Training Set;PubChem class - drug;Biocyc:(GLN GLUTAMIDE)"	255847294	169.05834	33.51	"91_mapp_batch_00114_sirius_91"	91	NA	NA	91
"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N"	96	1	1	1	2	"0.6168195458109109"	-6.97445659035138	1	57.20345002667	"C10H17N3O6S"	"[M + H]+"	"RWSXRVCMGQZWBV"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)"	"Glutinal"	-4.5	"745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098"	"HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)"	255846782	308.09131	80.6	"222_mapp_batch_00114_sirius_222"	222	NA	NA	222
"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N"	207	1	1	1	1	"0.35095935711392384"	-27.5036660629964	1	12.7270886094772	"C10H17N3O6S"	"[M + K]+"	"RWSXRVCMGQZWBV"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)"	"Glutinal"	-4.5	"745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098"	"HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)"	255846782	346.04753	45.07	"155_mapp_batch_00114_sirius_155"	155	NA	NA	155
"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N"	98	1	1	1	2	"0.6159851284763802"	-7.97615842587046	1	71.4545219132715	"C10H17N3O6S"	"[M + H]+"	"RWSXRVCMGQZWBV"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)"	"Glutinal"	-4.5	"745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098"	"HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)"	255846782	308.09167	45.07	"154_mapp_batch_00114_sirius_154"	154	NA	NA	154
"C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N"	81	1	1	1	1	"0.6725761274647364"	-15.9755605475576	0.996984924623116	28.5516314814448	"C10H17N3O6S"	"[M + Na]+"	"RWSXRVCMGQZWBV"	"InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)"	"Glutinal"	-4.5	"745;124886;444462;445616;446684;448041;448106;4633090;7048684;10566814;10710004;9839547;10924820;15559592;15559593;20756463;23634626;25246407;40467184;42615251;45039351;54289881;60072620;59012061;59012062;59119144;59658501;58833436;87774813;101692668;131698098"	"HMDB:(125 62697);PubChem class - food;SuperNatural:(SN00003614 SN00156781);ZINC bio:(ZINC03830891 ZINC03830892 ZINC03830893 ZINC03830894);additional;MeSH:(124886 20756463);Plantcyc:(GLUTATHIONE);PubMed;NORMAN:(NS00001243);COCONUT:(CNP0083313 CNP0104130);KNApSAcK:(1518);Natural Products:(UNPD47599);PubChem:(745 124886 444462 445616 446684 448041 448106 4633090 7048684 10566814 10710004 9839547 10924820 15559592 15559593 20756463 23634626 25246407 40467184 42615251 45039351 54289881 60072620 59012061 59012062 59119144 59658501 58833436 87774813 101692668 131698098);CHEBI:(60836 57925 131728 16856);PubChem class - bio and metabolites;KEGG:(C00051 C02471);PubChem class - safety and toxic;YMDB:(160);Training Set;PubChem class - drug;Biocyc:(GLUTATHIONE SMA-0000138)"	255846782	330.07379	44.87	"156_mapp_batch_00114_sirius_156"	156	NA	NA	156
"C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N"	49	1	1	2	2	"0.7758539937600029"	-2.76166941210692	1	53.059737764564	"C8H14N2O5S"	"[M + H]+"	"RITKHVBHSGLULN"	"InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)"	"gammaGluCys"	-3.79999995	"842;123938;7059430;13922647;11402445;23615402;88449105;89927773;138401401"	"HMDB:(1049);SuperNatural:(SN00215907);ZINC bio:(ZINC03870040);additional;MeSH:(123938);Plantcyc:(L-GAMMA-GLUTAMYLCYSTEINE);PubMed;NORMAN:(NS00014839);COCONUT:(CNP0083298 CNP0201590);KNApSAcK:(7507);Natural Products:(UNPD120518);PubChem:(842 123938 7059430 13922647 11402445 23615402 88449105 89927773 138401401);CHEBI:(17515 58173);PubChem class - bio and metabolites;KEGG:(C00669);PubChem class - safety and toxic;YMDB:(252);Training Set;Biocyc:(L-GAMMA-GLUTAMYLCYSTEINE)"	88074622	251.06995	46.36	"165_mapp_batch_00114_sirius_165"	165	NA	NA	165
"C(CC(=O)O)C(C(=O)O)N"	35	1	1	2	2	"0.8504621329478947"	-2.42465260075925	1	58.3072829546947	"C5H9NO4"	"[M + H]+"	"WHUUTDBJXJRKMK"	"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)"	"Glutamat"	-1.32391071	"611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024"	"HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)"	255847294	148.06034	34.62	"104_mapp_batch_00114_sirius_104"	104	NA	NA	104
"C(CC(=O)O)C(C(=O)O)N"	265	1	1	1	1	"0.26992027671168706"	-51.2244278250953	1	22.5926313048276	"C5H9NO4"	"[M + K]+"	"WHUUTDBJXJRKMK"	"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)"	"Glutamat"	-1.32391071	"611;23327;33032;104813;168158;450555;450602;4525487;4179667;4452358;5128032;5147171;5460297;5460299;5460543;5460544;10582905;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;10942598;10057642;11629711;11701061;14598502;11840951;10351852;10396980;16213329;16213424;16213454;16217561;21575125;42615584;44272391;51037439;51037437;51037438;51037440;46932125;50992608;54431527;54431528;57397101;56638524;56845125;56845930;56845948;57607970;57607968;57607971;57607976;57616920;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;87150909;87206355;88747398;88901897;89254549;90324386;91031500;91083019;91158404;90472821;91466291;101073736;101129201;101129202;102351656;102602046;117064483;117064484;119077677;119077680;119080345;121494059;124202791;129656111;129680450;133188389;132594196;132594197;131667875;131708707;131873974;134775857;139592947;139054390;138397024"	"HMDB:(148 3339 60475);PubChem class - food;SuperNatural:(SN00002027 SN00335254);ZINC bio:(ZINC00895124 ZINC01482113);additional;HSDB:(56-86-0);MeSH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);Plantcyc:(D-GLT GLT);PubMed;NORMAN:(NS00008008);COCONUT:(CNP0086235 CNP0191057 CNP0200734);KNApSAcK:(19577);Natural Products:(UNPD80939 UNPD56979 UNPD112821);PubChem:(611 23327 33032 104813 168158 450555 450602 4525487 4179667 4452358 5128032 5147171 5460297 5460299 5460543 5460544 10582905 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 10942598 10057642 11629711 11701061 14598502 11840951 10351852 10396980 16213329 16213424 16213454 16217561 21575125 42615584 44272391 51037439 51037437 51037438 51037440 46932125 50992608 54431527 54431528 57397101 56638524 56845125 56845930 56845948 57607970 57607968 57607971 57607976 57616920 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 87150909 87206355 88747398 88901897 89254549 90324386 91031500 91083019 91158404 90472821 91466291 101073736 101129201 101129202 102351656 102602046 117064483 117064484 119077677 119077680 119080345 121494059 124202791 129656111 129680450 133188389 132594196 132594197 131667875 131708707 131873974 134775857 139592947 139054390 138397024);CHEBI:(14321 76051 29987 29986 16015 53375 53374 29988 29985 15966 53373 29989 18237);PubChem class - bio and metabolites;KEGG:(C00025 C00217 C00302);PubChem class - safety and toxic;YMDB:(271);Training Set;PubChem class - drug;Biocyc:(CPD1UA-4 GLT SMA-0000342 D-GLT)"	255847294	186.01625	34.16	"92_mapp_batch_00114_sirius_92"	92	NA	NA	92
