"canopus_id"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#all classifications"	"canopus_featureId"	"feature_id"
"450_mapp_batch_00114_sirius_455"	"C31H60NO8P"	"[M + H]+"	"C31H60NO8P"	"Fatty acids"	0.994770228862762	"Glycerophospholipids"	0.999874114990234	"Glycerophosphoethanolamines"	0.835119366645813	"Phosphatidylethanolamines"	0.89636617898941	"Phosphatidylethanolamines"	0.89636617898941	"Glycerophosphoethanolamines"	0.909140467643738	"Glycerophospholipids"	0.999721825122833	"Lipids and lipid-like molecules"	0.99925023317337	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	455	455
"451_mapp_batch_00114_sirius_456"	"C34H66NO8P"	"[M + Na]+"	"C34H66NO8P"	"Fatty acids"	0.99975997209549	"Glycerophospholipids"	0.999938607215881	"Glycerophosphocholines"	0.910982072353363	"Phosphatidylcholines"	0.900932848453522	"Phosphatidylcholines"	0.900932848453522	"Glycerophosphocholines"	0.991447925567627	"Glycerophospholipids"	0.999491572380066	"Lipids and lipid-like molecules"	0.999853134155273	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	456	456
"452_mapp_batch_00114_sirius_457"	"C34H66NO8P"	"[M + H]+"	"C34H66NO8P"	"Fatty acids"	0.999728262424469	"Glycerophospholipids"	0.999937891960144	"Glycerophosphocholines"	0.939991176128388	"Phosphatidylcholines"	0.913420855998993	"Phosphatidylcholines"	0.913420855998993	"Glycerophosphocholines"	0.997796773910522	"Glycerophospholipids"	0.999526143074036	"Lipids and lipid-like molecules"	0.99991774559021	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	457	457
"453_mapp_batch_00114_sirius_458"	"C28H42O2"	"[M + H]+"	"C28H42O2"	"Terpenoids"	0.958233535289764	"Meroterpenoids"	0.852061688899994	"Prenyl quinone meroterpenoids"	0.934129357337952	"Triterpenoids"	0.00950858555734157	NA	NA	"Triterpenoids"	0.00950858555734157	"Prenol lipids"	0.873644411563873	"Lipids and lipid-like molecules"	0.754952907562256	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Phenols; Ethers; Prenol lipids; Organooxygen compounds; Benzenoids; 1-benzopyrans; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	458	458
"454_mapp_batch_00114_sirius_459"	"C40H78NO8P"	"[M + H]+"	"C40H78NO8P"	"Fatty acids"	0.999910593032837	"Glycerophospholipids"	0.999895691871643	"Glycerophosphocholines"	0.997605443000794	"Phosphatidylcholines"	0.984709918498993	"Phosphatidylcholines"	0.984709918498993	"Glycerophosphocholines"	0.999440014362335	"Glycerophospholipids"	0.999672412872314	"Lipids and lipid-like molecules"	0.999961256980896	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	459	459
"455_mapp_batch_00114_sirius_460"	"C42H80NO8P"	"[M + H]+"	"C42H80NO8P"	"Fatty acids"	0.999951601028442	"Glycerophospholipids"	0.99968147277832	"Glycerophosphocholines"	0.993342697620392	"Phosphatidylcholines"	0.968469321727753	"Phosphatidylcholines"	0.968469321727753	"Glycerophosphocholines"	0.998369872570038	"Glycerophospholipids"	0.999822795391083	"Lipids and lipid-like molecules"	0.999940872192383	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	460	460
"456_mapp_batch_00114_sirius_461"	"C42H80NO8P"	"[M + Na]+"	"C42H80NO8P"	"Fatty acids"	0.999916911125183	"Glycerophospholipids"	0.999811232089996	"Glycerophosphocholines"	0.997220635414124	"Phosphatidylcholines"	0.974466681480408	"Phosphatidylcholines"	0.974466681480408	"Glycerophosphocholines"	0.99893456697464	"Glycerophospholipids"	0.999664664268494	"Lipids and lipid-like molecules"	0.999964714050293	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	461	461
"458_mapp_batch_00114_sirius_463"	"C28H40O"	"[M - H2O + H]+"	"C28H38"	"Terpenoids"	0.998279333114624	"Apocarotenoids"	0.838078677654266	"Apocarotenoids (β-)"	0.797291398048401	"Triterpenoids"	0.909956395626068	NA	NA	"Triterpenoids"	0.909956395626068	"Prenol lipids"	0.976276159286499	"Lipids and lipid-like molecules"	0.997691988945007	"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Triterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	463	463
"459_mapp_batch_00114_sirius_464"	"C42H80NO8P"	"[M + H]+"	"C42H80NO8P"	"Fatty acids"	0.99994969367981	"Glycerophospholipids"	0.999685525894165	"Glycerophosphocholines"	0.993539273738861	"Phosphatidylcholines"	0.971656978130341	"Phosphatidylcholines"	0.971656978130341	"Glycerophosphocholines"	0.998490691184998	"Glycerophospholipids"	0.999824106693268	"Lipids and lipid-like molecules"	0.999942898750305	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	464	464
"460_mapp_batch_00114_sirius_465"	"C28H44O2"	"[M - H2O + H]+"	"C28H42O"	"Terpenoids"	0.999995112419128	"Steroids"	0.999925851821899	"Vitamin D2 and derivatives"	0.87653523683548	"Triterpenoids"	0.999859571456909	NA	NA	"Triterpenoids"	0.999859571456909	"Prenol lipids"	0.998619318008423	"Lipids and lipid-like molecules"	0.999921798706055	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Vitamin D and derivatives; Triterpenoids; Secondary alcohols; Tertiary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	465	465
"461_mapp_batch_00114_sirius_466"	"C28H44O3"	"[M + H]+"	"C28H44O3"	"Terpenoids"	0.998967885971069	"Steroids"	0.963570058345795	"Cholestane steroids"	0.526330888271332	"Triterpenoids"	0.634356677532196	NA	NA	"Triterpenoids"	0.634356677532196	"Prenol lipids"	0.845051407814026	"Lipids and lipid-like molecules"	0.997949182987213	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	466	466
"462_mapp_batch_00114_sirius_467"	"C28H42O"	"[M - H2O + H]+"	"C28H40"	"Terpenoids"	0.999819457530975	"Steroids"	0.98951643705368	"Cholestane steroids"	0.534892499446869	"Triterpenoids"	0.828066229820251	NA	NA	"Triterpenoids"	0.828066229820251	"Prenol lipids"	0.600077748298645	"Lipids and lipid-like molecules"	0.99980765581131	"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Organooxygen compounds; Oxosteroids; Triterpenoids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	467	467
"463_mapp_batch_00114_sirius_468"	"C31H62NO8P"	"[M + H]+"	"C31H62NO8P"	"Fatty acids"	0.998185932636261	"Glycerophospholipids"	0.999563038349152	"Glycerophosphoethanolamines"	0.940771579742432	"Phosphatidylethanolamines"	0.92084813117981	"Phosphatidylethanolamines"	0.92084813117981	"Glycerophosphoethanolamines"	0.963104665279388	"Glycerophospholipids"	0.999740540981293	"Lipids and lipid-like molecules"	0.999012589454651	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	468	468
"464_mapp_batch_00114_sirius_469"	"C34H68NO8P"	"[M + Na]+"	"C34H68NO8P"	"Fatty acids"	0.998491525650024	"Glycerophospholipids"	0.999928593635559	"Glycerophosphocholines"	0.807937800884247	"Phosphatidylcholines"	0.720669269561768	"Phosphatidylcholines"	0.720669269561768	"Glycerophosphocholines"	0.991792857646942	"Glycerophospholipids"	0.999648332595825	"Lipids and lipid-like molecules"	0.999637365341186	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	469	469
"465_mapp_batch_00114_sirius_470"	"C34H68NO8P"	"[M + H]+"	"C34H68NO8P"	"Fatty acids"	0.999788820743561	"Glycerophospholipids"	0.999965071678162	"Glycerophosphocholines"	0.962667763233185	"Phosphatidylcholines"	0.879532039165497	"Phosphatidylcholines"	0.879532039165497	"Glycerophosphocholines"	0.998511493206024	"Glycerophospholipids"	0.999113380908966	"Lipids and lipid-like molecules"	0.999905228614807	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	470	470
"466_mapp_batch_00114_sirius_471"	"C33H64NO8P"	"[M + H]+"	"C33H64NO8P"	"Fatty acids"	0.992274105548859	"Glycerophospholipids"	0.999867558479309	"Glycerophosphoethanolamines"	0.881853103637695	"Phosphatidylethanolamines"	0.922682464122772	"Phosphatidylethanolamines"	0.922682464122772	"Glycerophosphoethanolamines"	0.947914779186249	"Glycerophospholipids"	0.999749958515167	"Lipids and lipid-like molecules"	0.999265372753143	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	471	471
"467_mapp_batch_00114_sirius_472"	"C36H70NO8P"	"[M + Na]+"	"C36H70NO8P"	"Fatty acids"	0.999868035316467	"Glycerophospholipids"	0.999963998794556	"Glycerophosphocholines"	0.982648193836212	"Phosphatidylcholines"	0.956673085689545	"Phosphatidylcholines"	0.956673085689545	"Glycerophosphocholines"	0.998461365699768	"Glycerophospholipids"	0.999472081661224	"Lipids and lipid-like molecules"	0.999944090843201	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	472	472
"469_mapp_batch_00114_sirius_474"	"C36H70NO8P"	"[M + H]+"	"C36H70NO8P"	"Fatty acids"	0.999854207038879	"Glycerophospholipids"	0.999942183494568	"Glycerophosphocholines"	0.985547780990601	"Phosphatidylcholines"	0.953786849975586	"Phosphatidylcholines"	0.953786849975586	"Glycerophosphocholines"	0.998914957046509	"Glycerophospholipids"	0.999556124210358	"Lipids and lipid-like molecules"	0.999946355819702	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	474	474
"471_mapp_batch_00114_sirius_476"	"C42H82NO8P"	"[M + H]+"	"C42H82NO8P"	"Fatty acids"	0.999904751777649	"Glycerophospholipids"	0.99987530708313	"Glycerophosphocholines"	0.998456716537476	"Phosphatidylcholines"	0.98639327287674	"Phosphatidylcholines"	0.98639327287674	"Glycerophosphocholines"	0.999412536621094	"Glycerophospholipids"	0.999640822410584	"Lipids and lipid-like molecules"	0.999969363212585	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	476	476
"472_mapp_batch_00114_sirius_477"	"C35H66NO8P"	"[M + H]+"	"C35H66NO8P"	"Fatty acids"	0.996166110038757	"Glycerophospholipids"	0.999883651733398	"Glycerophosphoethanolamines"	0.883579850196838	"Phosphatidylethanolamines"	0.932773470878601	"Phosphatidylethanolamines"	0.932773470878601	"Glycerophosphoethanolamines"	0.955405592918396	"Glycerophospholipids"	0.999852895736694	"Lipids and lipid-like molecules"	0.999593913555145	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	477	477
"473_mapp_batch_00114_sirius_478"	"C6H15N3O"	"[M - H2O + H]+"	"C6H13N3"	"Amino acids and Peptides"	0.844825267791748	"Small peptides"	0.574757039546967	"Polyamines"	0.422688275575638	"Alpha amino acids and derivatives"	0.557224929332733	"Amino acids and derivatives"	0.471058070659637	"Amino acids, peptides, and analogues"	0.492094904184341	"Carboxylic acids and derivatives"	0.624654829502106	"Organic acids and derivatives"	0.200021579861641	"Organic compounds; Lipids and lipid-like molecules; Alpha amino acids and derivatives; Alcohols and polyols; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carbonyl compounds; 1,2-aminoalcohols; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	478	478
"474_mapp_batch_00114_sirius_479"	"C22H16N2O5"	"[M - H2O + H]+"	"C22H14N2O4"	"Alkaloids"	0.585821032524109	"Anthranilic acid alkaloids"	0.783311605453491	"Quinazoline alkaloids"	0.258912652730942	"Benzene and substituted derivatives"	0.707081377506256	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.707081377506256	"Benzenoids"	0.998827636241913	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	479	479
"475_mapp_batch_00114_sirius_480"	"C26H28F3N5O3"	"[M + K]+"	"C26H28F3N5O3"	"Alkaloids"	0.905584156513214	"Tryptophan alkaloids"	0.116317711770535	"Phenylalanine-derived alkaloids"	0.100157171487808	"N-acyl-alpha amino acids and derivatives"	0.557140469551086	"Amino acids and derivatives"	0.421566218137741	"Amino acids, peptides, and analogues"	0.440926343202591	"Carboxylic acids and derivatives"	0.915271282196045	"Organic acids and derivatives"	0.87757796049118	"Organic compounds; Organoheterocyclic compounds; Halobenzenes; Triazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; N-acyl-alpha amino acids and derivatives; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Alkyl halides; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	480	480
"476_mapp_batch_00114_sirius_481"	"C42H82NO8P"	"[M + H]+"	"C42H82NO8P"	"Fatty acids"	0.999905705451965	"Glycerophospholipids"	0.99987268447876	"Glycerophosphocholines"	0.998493313789368	"Phosphatidylcholines"	0.987171232700348	"Phosphatidylcholines"	0.987171232700348	"Glycerophosphocholines"	0.99942147731781	"Glycerophospholipids"	0.999651074409485	"Lipids and lipid-like molecules"	0.999969244003296	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	481	481
"477_mapp_batch_00114_sirius_482"	"C38H72NO8P"	"[M + Na]+"	"C38H72NO8P"	"Fatty acids"	0.999726951122284	"Glycerophospholipids"	0.999948501586914	"Glycerophosphocholines"	0.971991121768951	"Phosphatidylcholines"	0.962412178516388	"Phosphatidylcholines"	0.962412178516388	"Glycerophosphocholines"	0.99484658241272	"Glycerophospholipids"	0.999534010887146	"Lipids and lipid-like molecules"	0.999941945075989	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	482	482
"478_mapp_batch_00114_sirius_483"	"C38H72NO8P"	"[M + H]+"	"C38H72NO8P"	"Fatty acids"	0.999834895133972	"Glycerophospholipids"	0.999877333641052	"Glycerophosphocholines"	0.990441083908081	"Phosphatidylcholines"	0.974987268447876	"Phosphatidylcholines"	0.974987268447876	"Glycerophosphocholines"	0.998633563518524	"Glycerophospholipids"	0.999801576137543	"Lipids and lipid-like molecules"	0.999944567680359	"Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	483	483
"479_mapp_batch_00114_sirius_484"	"C35H68NO8P"	"[M + H]+"	"C35H68NO8P"	"Fatty acids"	0.999992966651916	"Glycerophospholipids"	0.999946236610413	"Glycerophosphoethanolamines"	0.999553501605988	"Dimethylphosphatidylethanolamines"	0.999982237815857	"Phosphatidylethanolamines"	0.990203857421875	"Glycerophosphoethanolamines"	0.804746031761169	"Glycerophospholipids"	0.999902129173279	"Lipids and lipid-like molecules"	0.999767243862152	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Carboxylic acid esters; Phosphoethanolamines; Phosphatidylethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Trialkylamines; Amines; Tertiary amines; Dimethylphosphatidylethanolamines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	484	484
