"sirius_smiles"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_ConfidenceScoreExact"	"sirius_ConfidenceScoreApproximate"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScoreNormalized"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_precursorFormula"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_retentionTimeInMinutes"	"sirius_formulaId"	"sirius_alignedFeatureId"	"sirius_mappingFeatureId"	"sirius_overallFeatureQuality"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O"	1	1	"0.548"	"0.559"	-71.317	1	1	63.127	"C22H46NO7P"	"[M + H]+"	"C22H47NO7P+"	"VXUOFDJKYGDUJI"	"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/p+1"	"[1-Myristoyl-glycerol-3-YL]phosphonylcholine"	4.6	"162640535;162640536;10027596;10027597;3045266;3045267;444675;460604;164516959;164516960"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0010379);MiMeDB:(MMDBc0000630);BloodExposome:(460604);LIPIDMAPS:(LMGP01050012);SUPERNATURAL:(SN0402981);MESH:(3045266);FooDB:(FDB027530);PUBCHEM:(162640535 162640536 10027596 10027597 3045266 3045267 444675 460604 164516959 164516960);GNPS:(CCMSLIB00003136632);METACYC:(CPD-20403);CHEBI:(64489);DSSTox:(DTXSID10929617 DTXSID90942748);LOTUS:(Q27133313);YMDB:(YMDB01175);PUBCHEMANNOTATIONDRUG;LIPID:(LPC(14:0));PUBMED"	145816098926	468.309	157	2.622	695994774051428224	695994653830089472	196	NA	NA	NA	NA	NA	196
"CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC"	1	1	"0.404"	"0.849"	-206.187	1	1	21.498	"C36H72NO8P"	"[M + H]+"	"C36H73NO8P+"	"CITHEXJVPOWHKC"	"InChI=1S/C36H72NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h34H,6-33H2,1-5H3/p+1"	NA	11.4	"5313082;5459377;102014657;102100179;101750936;101750937;136212624;136212625;136212626;136212627;136212628;136212629;136212651;136212652;11039962;11039963;26197;26198;87504;87505;46891699;46891700;46891701;46891702;164516762;164516763;164516764;164516765;164516952;164516953;132939618;132939619"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0007866 HMDB0244821);MiMeDB:(MMDBc0045372);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(5459377 26197 5313082);LIPIDMAPS:(LMGP01010477);SUPERNATURAL:(SN0046832);MESH:(26197 5313082 5459377);PUBCHEM:(5313082 5459377 102014657 102100179 101750936 101750937 136212624 136212625 136212626 136212627 136212628 136212629 136212651 136212652 11039962 11039963 26197 26198 87504 87505 46891699 46891700 46891701 46891702 164516762 164516763 164516764 164516765 164516952 164516953 132939618 132939619);GNPS:(CCMSLIB00003139059);NORMAN:(NS00006318 NS00071718);METACYC:(DIMYRISTOYLPHOSPHATIDYLCHOLINE);CHEBI:(241349 45240);DSSTox:(DTXSID001100720 DTXSID00860227 DTXSID20677031 DTXSID4046816 DTXSID601106564 DTXSID60677030);PUBCHEMANNOTATIONDRUG;LIPID:(PC(14:0_14:0));PUBMED"	145078098030	678.506	110	1.837	695994771572594304	695994644669728896	53	NA	"CHEBI:241349"	"dimyristoyl phosphatidylcholine"	"9.32"	"3"	53
"CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O"	1	1	"0.438"	"0.438"	-68.941	1	1	52.919	"C19H40NO7P"	"[M + H]+"	"C19H41NO7P+"	"RPXHXZNGZBHSMJ"	"InChI=1S/C19H40NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-19(22)25-16-18(21)17-27-28(23,24)26-15-14-20/h18,21H,2-17,20H2,1H3,(H,23,24)"	"3-[(2-azaniumylethyl phosphonato)oxy]-2-hydroxypropyl tetradecanoate"	1.3	"101048344;9547070;86583448;46173403;92863443;24802348"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0011500);MiMeDB:(MMDBc0031532 MMDBc0033282);BloodExposome:(9547070);LIPIDMAPS:(LMGP02050003);SUPERNATURAL:(SN0332041);FooDB:(FDB028216);PUBCHEM:(101048344 9547070 86583448 46173403 92863443 24802348);GNPS:(CCMSLIB00003138156);COCONUT:(CNP0346700);METACYC:(CPD0-2147);CHEBI:(84299);DSSTox:(DTXSID201335903);YMDB:(YMDB01194);PUBCHEMANNOTATIONDRUG:(null);LIPID:(LPE(14:0))"	145549760554	426.262	176	2.934	695994796113469184	695994655616863104	238	NA	NA	NA	NA	NA	238
"CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC1CC1CCCCCC"	1	1	"0.334"	"0.399"	-220.028	1	1	55.599	"C36H70NO8P"	"[M + H]+"	"C36H71NO8P+"	"XZKIADFNBVEUKL"	"InChI=1S/C36H70NO8P/c1-3-5-7-9-10-11-12-13-14-17-21-25-35(38)42-30-34(31-44-46(40,41)43-28-27-37)45-36(39)26-22-18-15-16-20-24-33-29-32(33)23-19-8-6-4-2/h32-34H,3-31,37H2,1-2H3,(H,40,41)"	"1-tetradecanoyl-2-(9R, 10S-methylene-hexadecanoyl)-sn-glycero-3-phosphoethanolamine"	8.9	"102514928;102514929;131841374"	"MiMeDB:(MMDBc0030417);METACYC:(CPD-18404);LIPIDMAPS:(LMGP02011267);PUBCHEM:(102514928 102514929 131841374)"	3221227522	676.492	127	2.114	695994804854399872	695994648608180608	119	NA	NA	NA	NA	NA	119
"CCCCCCCCCCCCCC(C(CO)N)O"	1	2	"0.848"	"0.848"	-45.432	0.465	0.5	77.522	"C16H35NO2"	"[M + H]+"	"C16H36NO2+"	"ZKLREJQHRKUJHD"	"InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(19)15(17)14-18/h15-16,18-19H,2-14,17H2,1H3"	"2-aminohexadecane-1,3-diol"	4.7	"70679052;139633732;139633733;656816;11076605"	"COCONUT:(CNP0047169);METACYC:(CPD-22567);CHEBI:(71050 71009);LIPIDMAPS:(LMSP01040001);KEGG:(C13915);PUBCHEM:(70679052 139633732 139633733 656816 11076605);DSSTox:(DTXSID10349654 DTXSID10454398);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	139622091106	274.275	137	2.289	695994781894777344	695994649514150400	135	NA	NA	NA	NA	NA	135
"CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCC"	1	1	"0.176"	"0.250"	-313.37	1	1	23.162	"C40H78NO8P"	"[M + H]+"	"C40H79NO8P+"	"RYABNSUEFJAHQL"	"InChI=1S/C40H78NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-40(43)49-38(37-48-50(44,45)47-35-34-41(3,4)5)36-46-39(42)32-30-28-26-24-22-19-17-15-13-11-9-7-2/h18,20,38H,6-17,19,21-37H2,1-5H3/p+1"	"[2-[(Z)-heptadec-9-enoyl]oxy-3-pentadecanoyloxypropyl] 2-(trimethylazaniumyl)ethyl phosphate"	12.6	"134765598;134765599;52922308;52922309;138257590;138257591"	"PUBCHEMANNOTATIONBIO:(null);LIPIDMAPS:(LMGP01011413);PUBCHEM:(134765598 134765599 52922308 52922309 138257590 138257591)"	2164260866	732.553	105	1.75	695994773954959232	695994643482740864	36	NA	NA	NA	NA	NA	36
"CCCCCCCCCCCCCCC=COCC(CO)O"	1	1	"0.212"	"0.212"	-143.334	1	1	189.108	"C19H38O3"	"[M + Na]+"	"C19H38NaO3+"	"CBTIUALKZHXQNM"	"InChI=1S/C19H38O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-22-18-19(21)17-20/h15-16,19-21H,2-14,17-18H2,1H3"	"3-(hexadec-1-en-1-yloxy)propane-1,2-diol"	6.7	"9972963;162998786;162998787;10969063;78065352;12270607;12270608;71385763"	"COCONUT:(CNP0272389);CHEBI:(52645);SUPERNATURAL:(SN0041419);PUBCHEM:(9972963 162998786 162998787 10969063 78065352 12270607 12270608 71385763);DSSTox:(DTXSID80807978)"	137442099234	337.274	230	3.834	695994857455169408	695994661090430464	390	NA	NA	NA	NA	NA	390
"CCCCCCCCCCCCCCC=COCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)C"	1	1	"0.180"	"0.228"	-187.778	1	1	38.989	"C26H52NO7P"	"[M + H]+"	"C26H53NO7P+"	"MULVVBYNDZRKPA"	"InChI=1S/C26H52NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-31-23-26(34-25(2)28)24-33-35(29,30)32-22-20-27(3,4)5/h19,21,26H,6-18,20,22-24H2,1-5H3/p+1"	"1-(1Z-hexadecenyl)-2-acetyl-sn-glycero-3-phosphocholine"	6.8	"5313967;6449832;6449833;10346638;10346639;24779387"	"LIPIDMAPS:(LMGP01030009);MESH:(6449832);PUBCHEM:(5313967 6449832 6449833 10346638 10346639 24779387);PUBMED:(null)"	2147483718	522.356	145	2.42	695994861490090112	695994651003128320	157	NA	NA	NA	NA	NA	157
"CCCCCCCCCCCCCCCC(=O)NC(CC1=CN=CN1)C(=O)O"	1	2	"0.175"	"0.175"	-351.352	0.026	0.333	69.784	"C22H39N3O3"	"[M + H3N + H]+"	"C22H43N4O3+"	"XHUZOURAPKCNRA"	"InChI=1S/C22H39N3O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(26)25-20(22(27)28)16-19-17-23-18-24-19/h17-18,20H,2-16H2,1H3,(H,23,24)(H,25,26)(H,27,28)"	NA	6.6	"67901977;52922076"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0241926);METACYC:(CPD-25806);CHEBI:(165553);LIPIDMAPS:(LMFA08020132);PUBCHEM:(67901977 52922076);DSSTox:(DTXSID00680629)"	139603216426	411.334	152	2.525	695994804690822016	695994651946846848	174	NA	NA	NA	NA	NA	174
"CCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCCN)C(C=CCCCCCCCCCCC)O"	1	9	"0.286"	"0.295"	-219.534	0.012	0.022	37.256	"C34H69N2O6P"	"[M + H]+"	"C34H70N2O6P+"	"JZKOBDFEMZTGGK"	"InChI=1S/C34H69N2O6P/c1-3-5-7-9-11-13-15-16-18-20-22-24-26-28-34(38)36-32(31-42-43(39,40)41-30-29-35)33(37)27-25-23-21-19-17-14-12-10-8-6-4-2/h25,27,32-33,37H,3-24,26,28-31,35H2,1-2H3,(H,36,38)(H,39,40)"	"N-(hexadecanoyl)-hexadecasphing-4-enine-1-phosphoethanolamine"	8	"70699002;165239403"	"LIPIDMAPS:(LMSP03020019);PUBCHEM:(70699002 165239403)"	2147483650	633.497	156	2.604	695994800148390144	695994653460990720	190	NA	NA	NA	NA	NA	190
"CCCCCCCCCCCCCCCC(=O)NCC(=O)NC1(CC1)C(=O)N"	1	1	"0.236"	"0.236"	-247.962	0.972	0.333	48.77	"C22H41N3O3"	"[M + H3N + H]+"	"C22H45N4O3+"	"FUIZVXXVNYQGTI"	"InChI=1S/C22H41N3O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(26)24-18-20(27)25-22(16-17-22)21(23)28/h2-18H2,1H3,(H2,23,28)(H,24,26)(H,25,27)"	"1-[[2-(Hexadecanoylamino)acetyl]amino]cyclopropane-1-carboxamide"	5.5	"163564880"	"PUBCHEM:(163564880)"	2	413.349	151	2.51	695994788177845504	695994651686800000	169	NA	NA	NA	NA	NA	169
"CCCCCCCCCCCCCCCC(=O)NCC(=O)NCC(=O)N"	1	3	"0.129"	"0.129"	-276.676	0.032	0.137	41.996	"C20H39N3O3"	"[M + Na]+"	"C20H39N3NaO3+"	"MDBNMNQSSSCALT"	"InChI=1S/C20H39N3O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(25)23-17-20(26)22-16-18(21)24/h2-17H2,1H3,(H2,21,24)(H,22,26)(H,23,25)"	"N-[2-[(2-amino-2-oxoethyl)amino]-2-oxoethyl]hexadecanamide"	5.2	"86061598"	"PUBCHEM:(86061598)"	2	392.291	140	2.338	695994788916043008	695994650206210560	146	NA	NA	NA	NA	NA	146
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O"	1	1	"0.649"	"0.649"	-119.482	1	1	53.092	"C24H50NO7P"	"[M + H]+"	"C24H51NO7P+"	"ASWBNKHCZGQVJV"	"InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1"	"1-Palmitoyl-sn-glycero-3-phosphocholine-d9"	5.6	"163332445;163332446;5313979;124202819;124202820;136212657;136212658;156589020;156589021;10097314;71751445;71751446;86554;86555;460602;460603;164516790;164516791"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0010382 HMDB0256091);MiMeDB:(MMDBc0000631);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(460603 86555 460602 86554);LIPIDMAPS:(LMGP01050018 LMGP01050113);SUPERNATURAL:(SN0014501);MESH:(86554 460602);FooDB:(FDB027533);PUBCHEM:(163332445 163332446 5313979 124202819 124202820 136212657 136212658 156589020 156589021 10097314 71751445 71751446 86554 86555 460602 460603 164516790 164516791);GNPS:(CCMSLIB00003134510);METACYC:(CPD-8343);PLANTCYC:(CPD-8343);CHEBI:(28468 72998);KEGG:(C04102);DSSTox:(DTXSID30914020 DTXSID401121558 DTXSID901306323);LOTUS:(Q92466416 Q27105001 Q27103710);YMDB:(YMDB01179);PUBCHEMANNOTATIONDRUG;LIPID:(LPC(16:0));PUBMED"	145883339118	496.339	152	2.54	695994772310791936	695994652848622208	182	NA	NA	NA	NA	NA	182
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O"	1	1	"0.490"	"0.490"	-44.955	1	1	107.872	"C21H44NO7P"	"[M + H]+"	"C21H45NO7P+"	"YVYMBNSKXOXSKW"	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)"	"1-Hexadecanoyl-Sn-Glycero-3-Phosphoethanolamine"	2.4	"101048330;9547069;5256421;58177710;162641012;25229539;72199749;89229"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0011503 HMDB0256030);MiMeDB:(MMDBc0000642 MMDBc0031534);BloodExposome:(9547069 89229 58177710);LIPIDMAPS:(LMGP02050002);SUPERNATURAL:(SN0461766);MESH:(89229);FooDB:(FDB028219);PUBCHEM:(101048330 9547069 5256421 58177710 162641012 25229539 72199749 89229);GNPS:(CCMSLIB00003088886 CCMSLIB00003118358 CCMSLIB00003101483 CCMSLIB00003115270 CCMSLIB00003132037 CCMSLIB00003114612 CCMSLIB00003096647 CCMSLIB00003104003 CCMSLIB00003093861 CCMSLIB00003116241 CCMSLIB00003134845);COCONUT:(CNP0346648);NORMAN:(NS00047196);METACYC:(CPD-8353);CHEBI:(73004 176760 73134);DSSTox:(DTXSID20927386 DTXSID701334443);LOTUS:(Q82902009 Q27140332);YMDB:(YMDB01197);PUBCHEMANNOTATIONDRUG;LIPID:(LPE(16:0));PUBMED"	145818458222	454.293	171	2.851	695994788899265792	695994655285513088	229	NA	NA	NA	NA	NA	229
"CCCCCCCCCCCCCCCC(C(CO)N)O"	1	2	"0.868"	"0.868"	-31.002	0.256	0.5	90.618	"C18H39NO2"	"[M + H]+"	"C18H40NO2+"	"OTKJDMGTUTTYMP"	"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3"	"Safingol"	5.8	"102515217;136740497;6603822;129856539;129887204;5746414;3058739;644242;89054496;90658247;153695575;153695594;131846123;138986936;138986938;3126;91486;401256;447883;46878428"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000269 HMDB0242634 HMDB0304406);MiMeDB:(MMDBc0000779);BloodExposome:(3058739 3126 5746414 3058738 6603822 91486);LIPIDMAPS:(LMSP01020001 LMSP01080055);SUPERNATURAL:(SN0274794);MESH:(3126 91486 3058739 5746414 6603822);FooDB:(FDB030824 FDB030974);PUBCHEM:(102515217 136740497 6603822 129856539 129887204 5746414 3058739 644242 89054496 90658247 153695575 153695594 131846123 138986936 138986938 3126 91486 401256 447883 46878428);GNPS:(CCMSLIB00003139937 CCMSLIB00000086124);COCONUT:(CNP0239767);NORMAN:(NS00014822 NS00070395 NS00079385 NS00085670);METACYC:(12-apo-Carotenals 21S-rRNA-Pseudouridine-2819 2-3-4-Saturated-L-Phosphatidates 2-Stearoyl-L-Phosphatidate Beta-D-glucan-w-C-3-substitution CPD-13613 CPD-18488 CPD-7635 Dihydrocarveols NDP-26-dideoxy-D-threo-4-hexulose PROTEIN-N-UBIQUITYL-LYSINE Secondary-Alcohols Tetrasaccharides);PLANTCYC:(CPD-13612);CHEBI:(179060 46968 167873 16566 57817);KEGG:(C00836);DSSTox:(DTXSID00860166 DTXSID501016568 DTXSID701017398 DTXSID80349343 DTXSID90161159 DTXSID9045768);LOTUS:(Q27088847 Q27120740);YMDB:(YMDB00327);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(OTKJDMGTUTTYMP-UHFFFAOYSA-N)"	141523622270	302.306	133	2.223	695994781982857728	695994649031805440	127	NA	NA	NA	NA	NA	127
"CCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCC"	1	1	"0.123"	"0.123"	-333.461	1	1	14.335	"C42H82NO8P"	"[M + H]+"	"C42H83NO8P+"	"DKIULVMMIRHYHM"	"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h19,21,40H,6-18,20,22-39H2,1-5H3/p+1"	"[3-heptadecanoyloxy-2-[(Z)-heptadec-9-enoyl]oxypropyl] 2-(trimethylazaniumyl)ethyl phosphate"	13.7	"134727000;134727001;52922487;52922488;138144387;138144388"	"CHEBI:(178451);LIPIDMAPS:(LMGP01011503);PUBCHEM:(134727000 134727001 52922487 52922488 138144387 138144388)"	2147483682	760.584	102	1.697	695994801377321344	695994642547410944	27	NA	NA	NA	NA	NA	27
"CCCCCCCCCCCCCCCCC(C(=O)NC(COP(=O)(O)OCCN)C(C=CCCCCCCCCCCC)O)O"	1	9	"0.243"	"0.243"	-274.464	0.021	0.011	33.165	"C36H73N2O7P"	"[M - H2O + H]+"	"C36H72N2O6P+"	"BPGMQVILHZTGAQ"	"InChI=1S/C36H73N2O7P/c1-3-5-7-9-11-13-15-16-17-19-21-23-25-27-29-35(40)36(41)38-33(32-45-46(42,43)44-31-30-37)34(39)28-26-24-22-20-18-14-12-10-8-6-4-2/h26,28,33-35,39-40H,3-25,27,29-32,37H2,1-2H3,(H,38,41)(H,42,43)"	"N-(2-hydroxy-octadecanoyl)-hexadecasphing-4-enine-1-phosphoethanolamine"	8.3	"70699063"	"LIPIDMAPS:(LMSP03020080);PUBCHEM:(70699063)"	2147483650	659.513	156	2.608	695994795786313472	695994653595208448	192	NA	NA	NA	NA	NA	192
"CCCCCCCCCCCCCCCCCCC=COCC(COP(=O)(O)O)OC(=O)CCCCC=CCC=CCC=CCCCCC"	1	1	"0.060"	"0.060"	-338.887	0.635	0.5	82.077	"C41H75O7P"	"[M - H2O + H]+"	"C41H74O6P+"	"CGCASZFYFWUFQB"	"InChI=1S/C41H75O7P/c1-3-5-7-9-11-13-15-17-19-20-21-23-25-27-29-31-33-35-37-46-38-40(39-47-49(43,44)45)48-41(42)36-34-32-30-28-26-24-22-18-16-14-12-10-8-6-4-2/h12,14,18,22,26,28,35,37,40H,3-11,13,15-17,19-21,23-25,27,29-34,36,38-39H2,1-2H3,(H2,43,44,45)"	"1-(1Z-eicosenyl)-2-(6Z,9Z,12Z-octadecatrienoyl)-glycero-3-phosphate"	14.4	"52929725"	"LIPIDMAPS:(LMGP10030070);PUBCHEM:(52929725)"	2147483650	693.517	126	2.099	695994791000612352	695994648419436928	115	NA	NA	NA	NA	NA	115
"CCCCCCCCCCCCCCCCCCCC(=O)NC(CN=O)C(C=CC(CCCCCCCCCCCC)O)O"	1	1	"0.946"	"0.946"	-245.003	1	0.999	53.802	"C38H74N2O4"	"[M + K]+"	"C38H74KN2O4+"	"HDOXIQZZUINSMW"	"InChI=1S/C38H74N2O4/c1-3-5-7-9-11-13-15-16-17-18-19-20-21-23-25-27-29-31-38(43)40-36(34-39-44)37(42)33-32-35(41)30-28-26-24-22-14-12-10-8-6-4-2/h32-33,35-37,41-42H,3-31,34H2,1-2H3,(H,40,43)"	"N-[(E)-3,6-dihydroxy-1-nitrosooctadec-4-en-2-yl]icosanamide"	13.6	"90153692"	"PUBCHEM:(90153692)"	2	661.528	154	2.564	695994802807579264	695994653150612096	185	NA	NA	NA	NA	NA	185
"CCCCCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC1C(CC(C1C=CC(CCCCC)O)O)O)O"	1	2	"0.012"	"0.014"	-486.239	0.026	0.423	19.12	"C44H82O8"	"[M + Na]+"	"C44H82NaO8+"	"ALGBNHRRVXVWDX"	"InChI=1S/C44H82O8/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-26-30-43(49)51-35-38(46)36-52-44(50)31-27-23-22-25-29-39-40(42(48)34-41(39)47)33-32-37(45)28-24-6-4-2/h32-33,37-42,45-48H,3-31,34-36H2,1-2H3"	"DG(21:0/0:0/PGF1alpha)"	13.1	"157004740;157004741"	"HMDB:(HMDB0296633 HMDB0296634);PUBCHEM:(157004740 157004741)"	10	761.588	102	1.697	695994797954768896	695994642488690688	26	NA	NA	NA	NA	NA	26
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O"	1	1	"0.294"	"0.294"	-132.849	1	1	150.084	"C33H66O4"	"[M + Na]+"	"C33H66NaO4+"	"MLGMWWAJQYZVDD"	"InChI=1S/C33H66O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33(36)37-31-32(35)30-34/h32,34-35H,2-31H2,1H3"	"2,3-Dihydroxypropyl triacontanoate"	11.856	"54078281;123572371"	"MiMeDB:(MMDBc0045218);PUBCHEM:(54078281 123572371);DSSTox:(DTXSID70708864)"	138512695298	549.488	126	2.1	695994790459547008	695994648478157184	116	NA	NA	NA	NA	NA	116
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O"	1	1	"0.269"	"0.269"	-113.778	1	1	149.474	"C33H66O4"	"[M + Na]+"	"C33H66NaO4+"	"MLGMWWAJQYZVDD"	"InChI=1S/C33H66O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33(36)37-31-32(35)30-34/h32,34-35H,2-31H2,1H3"	"2,3-Dihydroxypropyl triacontanoate"	11.856	"54078281;123572371"	"MiMeDB:(MMDBc0045218);PUBCHEM:(54078281 123572371);DSSTox:(DTXSID70708864)"	138512695298	549.488	140	2.339	695994777918576768	695994650260736512	147	NA	NA	NA	NA	NA	147
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCC(CO)O"	1	4	"0.177"	"0.177"	-183.67	0.014	0	57.736	"C33H66O4"	"[M + Na]+"	"C33H66NaO4+"	"MLGMWWAJQYZVDD"	"InChI=1S/C33H66O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-33(36)37-31-32(35)30-34/h32,34-35H,2-31H2,1H3"	"2,3-Dihydroxypropyl triacontanoate"	11.856	"54078281;123572371"	"MiMeDB:(MMDBc0045218);PUBCHEM:(54078281 123572371);DSSTox:(DTXSID70708864)"	138512695298	549.488	190	3.163	695994863314612480	695994657378471040	290	NA	NA	NA	NA	NA	290
"CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(CO)CO"	1	1	"0.116"	"0.148"	-232.217	0.994	0.57	75.183	"C35H70O4"	"[M + Na]+"	"C35H70NaO4+"	"LRYDRKFAXXPWDQ"	"InChI=1S/C35H70O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-35(38)39-34(32-36)33-37/h34,36-37H,2-33H2,1H3"	"1,3-Dihydroxypropan-2-yl dotriacontanoate"	14.8	"86003954"	"SUPERNATURAL:(SN0213769);PUBCHEM:(86003954);LOTUS:(Q105156393)"	269484034	577.519	140	2.328	695994777192962048	695994650063604224	144	NA	NA	NA	NA	NA	144
"CCCCCCCCCCCCCCCCOCC(CO)OC(=O)CCCCCCCCCCCCCCC"	1	1	"0.084"	"0.171"	-251.948	1	1	134.031	"C35H70O4"	"[M + Na]+"	"C35H70NaO4+"	"QFQQWVCLUZKAOS"	"InChI=1S/C35H70O4/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-38-33-34(32-36)39-35(37)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h34,36H,3-33H2,1-2H3"	"1-O-Hexadecyl-2-palmitoyl-sn-glycerol"	14.4	"11284320;152228;11731365"	"MESH:(152228);PUBCHEM:(11284320 152228 11731365);DSSTox:(DTXSID20938952);PUBMED:(null)"	137438953542	577.519	124	2.07	695994800328745216	695994647588964736	109	NA	NA	NA	NA	NA	109
"CCCCCCCCCCCCOC=C"	1	2	"0.136"	"0.136"	-88.755	0.256	0.5	35.545	"C14H28O"	"[M + H3N + H]+"	"C14H32NO+"	"LAYAKLSFVAPMEL"	"InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-13-14-15-4-2/h4H,2-3,5-14H2,1H3"	"Dodecane, 1-(ethenyloxy)-"	6.4	"69826"	"NORMAN:(NS00037803);PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(69826);DSSTox:(DTXSID4061098);PUBCHEMANNOTATIONFOOD;PUBMED"	137640542274	230.248	85	1.419	695994771417405056	695994640639002624	8	NA	"CHEBI:78104"	"1-dodecyl-sn-glycero-3-phosphocholine"	"3.31"	"3"	8
