structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	2	0.074	0.074	-166.634	0.166	0.339	35.591	C5H14NO4P	[M + H]+	C5H15NO4P+	YHHSONZFOIEMCP	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	Chop	C[N+](C)(C)CCOP(=O)(O)O	-1.500	89678543;140611651;3330960;71751656;10631332;10631333;1014;135437	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001565);MiMeDB:(MMDBc0000391);BloodExposome:(1014 135437 7886 3330960);SUPERNATURAL:(SN0450404);MESH:(1014 135437);FooDB:(FDB031111);PUBCHEM:(89678543 140611651 3330960 71751656 10631332 10631333 1014 135437);GNPS:(CCMSLIB00000577975);COCONUT:(CNP0191945);NORMAN:(NS00041278 NS00068575);PLANTCYC:(PHOSPHORYL-CHOLINE);CHEBI:(18132 61040 295975);KEGG:(C00588);DSSTox:(DTXSID30861727 DTXSID80983064 DTXSID90910205);LOTUS:(Q7187582 Q576895);YMDB:(YMDB00191);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(YHHSONZFOIEMCP-UHFFFAOYSA-O)	139376136574	184.074	378	6.307	695995009146374448	695994672633156396	729	
1	1	0.009	0.009	-271.915	0.991	0.219	50.144	C10H17FN2O5	[M - H2O + H]+	C10H16FN2O4+	NRFWTQVRUFKQHC	InChI=1S/C10H17FN2O5/c11-5-3-8(18-6(4-14)9(5)16)13-2-1-7(15)12-10(13)17/h5-9,14-16H,1-4H2,(H,12,17)	(4R)-1-[(2R,5R,6R)-4-fluoro-5-hydroxy-6-(hydroxymethyl)oxan-2-yl]-4-hydroxy-1,3-diazinan-2-one	C1CN(C(=O)NC1O)C2CC(C(C(O2)CO)O)F	-1.000	148679127	PUBCHEM:(148679127)	2	247.109	379	6.316	695995056936275637	695994672708653876	731	
1	2	0.045	0.065	-199.376	0.056	0.766	59.441	C9H17N3O4	[M + Na]+	C9H17N3NaO4+	OLPPXYMMIARYAL	InChI=1S/C9H17N3O4/c1-5(2)8(9(15)16)12-7(14)4-11-6(13)3-10/h5,8H,3-4,10H2,1-2H3,(H,11,13)(H,12,14)(H,15,16)	(2R)-2-[[2-[(2-azaniumylacetyl)amino]acetyl]amino]-3-methylbutanoate	CC(C)C(C(=O)O)NC(=O)CNC(=O)CN	-1.686	129691324;4961533;7004886;25021711;36689330;86550;193555	NORMAN:(NS00052460);CHEBI:(163709);MESH:(193555);PUBCHEM:(129691324 4961533 7004886 25021711 36689330 86550 193555);DSSTox:(DTXSID10174120);PUBMED:(null)	137439215718	254.112	379	6.318	695995015089703416	695994672767374136	732	
1	1	0.114	0.114	-180.133	0.862	0.889	65.599	C9H17N3O4	[M + K]+	C9H17KN3O4+	KWBQPGIYEZKDEG	InChI=1S/C9H17N3O4/c1-4(2)7(9(15)16)12-8(14)5(10)3-6(11)13/h4-5,7H,3,10H2,1-2H3,(H2,11,13)(H,12,14)(H,15,16)	2-(2-amino-3-carbamoylpropanamido)-3-methylbutanoic acid	CC(C)C(C(=O)O)NC(=O)C(CC(=O)N)N	-1.834	156401142;7019992;7019993;133122521;61174018;18218188;79011170	COCONUT:(CNP0347060);HMDB:(HMDB0028744);BloodExposome:(18218188);CHEBI:(73825);SUPERNATURAL:(SN0197008);FooDB:(FDB111800);PUBCHEM:(156401142 7019992 7019993 133122521 61174018 18218188 79011170)	544210986	270.085	379	6.319	695994995087066767	695994672834483012	735	
1	1	0.148	0.148	-200.997	0.993	0.333	69.352	C9H16N2O5	[M - H2O + H]+	C9H15N2O4+	SWPZYVBHCFOANH	InChI=1S/C9H16N2O5/c1-9(2,8(15)16)11-6(12)4-3-5(10)7(13)14/h5H,3-4,10H2,1-2H3,(H,11,12)(H,13,14)(H,15,16)	(2S)-2-amino-5-(2-carboxypropan-2-ylamino)-5-oxopentanoic acid	CC(C)(C(=O)O)NC(=O)CCC(C(=O)O)N	-3.600	22866041;137348851	PUBCHEMANNOTATIONBIO;PUBCHEM:(22866041 137348851)	16777218	215.103	379	6.319	695995020240308874	695994672792539964	733	
1	1	0.007	0.007	-273.561	1.000	0.333	94.605	C9H19N3O5	[M - H2O + H]+	C9H18N3O4+	CKMJYIJEKVCJAA	InChI=1S/C9H19N3O5/c10-9(11)12-1-2-15-3-4-16-5-6-17-7-8(13)14/h1-7H2,(H,13,14)(H4,10,11,12)	2-[2-[2-[2-(Diaminomethylideneamino)ethoxy]ethoxy]ethoxy]acetic acid	C(COCCOCCOCC(=O)O)N=C(N)N	-2.200	156823689	PUBCHEM:(156823689)	2	232.130	379	6.319	695995036145110091	695994672813511488	734	
1	1	0.350	0.559	-55.024	1.000	0.333	18.339	C5H9NO4	[M - H2O + H]+	C5H8NO3+	VZXPDPZARILFQX	InChI=1S/C5H9NO4/c1-3(7)10-2-4(6)5(8)9/h4H,2,6H2,1H3,(H,8,9)	O-Acetylserine	CC(=O)OCC(C(=O)O)N	-3.500	6971051;6995273;6995274;129675616;25245438;189;99478	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0003011);MiMeDB:(MMDBc0029701 MMDBc0049875);BloodExposome:(99478);SUPERNATURAL:(SN0404607);MESH:(189 99478);FooDB:(FDB031064);PUBCHEM:(6971051 6995273 6995274 129675616 25245438 189 99478);COCONUT:(CNP0343242);NORMAN:(NS00014897);METACYC:(SMA-0000650);PLANTCYC:(ACETYLSERINE);CHEBI:(58340 17981);KEGG:(C00979);DSSTox:(DTXSID00863475 DTXSID20904718 DTXSID70659847);LOTUS:(Q309897 Q81986333);YMDB:(YMDB00652);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(VZXPDPZARILFQX-UHFFFAOYSA-N)	139376134526	130.050	379	6.321	695995012870916555	695994672863843144	736	
1	1	0.012	0.012	-342.708	0.995	0.247	100.604	C13H19N5O5	[M + H3N + H]+	C13H23N6O5+	IYYIBFCJILKPCO	InChI=1S/C13H19N5O5/c1-16(2)13-14-10-7(11(22)15-13)17(3)5-18(10)12-9(21)8(20)6(4-19)23-12/h5-6,8-9,12,19-21H,4H2,1-3H3/p+1	9-[(2R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2-(dimethylamino)-7-methylpurin-9-ium-6-olate	CN1C=[N+](C2=C1C(=O)NC(=N2)N(C)C)C3C(C(C(O3)CO)O)O	-1.450	135423946;137257998;133611983	CHEBI:(143283);MESH:(135423946);PUBCHEM:(135423946 137257998 133611983);PUBMED	102	343.172	379	6.321	695995027412568983	695994672884814668	737	
1	1	0.338	0.517	-114.396	1.000	0.333	56.049	C14H18O7	[M + H3N + H]+	C14H22NO7+	GOZCEKPKECLKNO	InChI=1S/C14H18O7/c1-7(16)8-2-4-9(5-3-8)20-14-13(19)12(18)11(17)10(6-15)21-14/h2-5,10-15,17-19H,6H2,1H3	Picein	CC(=O)C1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O	-0.541	124514985;94029763;5293354;163590308;162877781;40507665;126968537;10447381;539591;712885;906627;29971011;71767262;92123;46780042;12305865;1263001;91496230	COCONUT:(CNP0143206);NORMAN:(NS00042936);CHEBI:(8199);SUPERNATURAL:(SN0111562);KEGG:(C10720);MESH:(92123);PUBCHEM:(124514985 94029763 5293354 163590308 162877781 40507665 126968537 10447381 539591 712885 906627 29971011 71767262 92123 46780042 12305865 1263001 91496230);DSSTox:(DTXSID201031535 DTXSID30871745);LOTUS:(Q104167353 Q105014729 Q7190609);PUBMED:(null);KNAPSACK:(GOZCEKPKECLKNO-UHFFFAOYSA-N)	137710797174	316.140	380	6.332	695995006118086820	695994672914174800	738	
1	1	0.025	0.030	-284.899	0.972	0.007	53.266	C18H17NO8	[M + H3N + H]+	C18H21N2O8+	NDSLOJPCFZVFLS	InChI=1S/C18H17NO8/c20-14-9-26-18(17(23)16(14)22)27-13-7-3-11(4-8-13)15(21)10-1-5-12(6-2-10)19(24)25/h1-8,14,16-18,20,22-23H,9H2	Methanone, (4-nitrophenyl)(4-(beta-D-xylopyranosyloxy)phenyl)-	C1C(C(C(C(O1)OC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-])O)O)O	1.000	3068317;3073181	PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3068317 3073181);DSSTox:(DTXSID00163568 DTXSID30232276);PUBMED	137506062402	393.127	380	6.333	695995052704222799	695994672939340628	739	
1	2	0.165	0.165	-100.219	0.213	0.128	26.277	C6H7NO3	[M - H2O + H]+	C6H6NO2+	NZRGARKXMKFZDU	InChI=1S/C6H7NO3/c8-3-4-1-5(9)6(10)2-7-4/h1-2,8,10H,3H2,(H,7,9)	6-(Hydroxymethyl)pyridine-3,4-diol	C1=C(NC=C(C1=O)O)CO	-0.900	249990	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(249990);DSSTox:(DTXSID90185734);PUBMED:(null)	137506062402	124.040	381	6.349	695994984156709981	695994672964506456	740	
1	1	0.541	0.566	-90.674	0.513	0.333	90.962	C12H17NO8	[M - H2O + H]+	C12H16NO7+	HASDUOHKNMHNJA	InChI=1S/C12H17NO8/c13-4-12(2-1-5(15)10(12)19)21-11-9(18)8(17)7(16)6(3-14)20-11/h1-2,5-11,14-19H,3H2	Gynocardin	C1=CC(C(C1O)O)(C#N)OC2C(C(C(C(O2)CO)O)O)O	-2.700	163035124;5458881;92249796;92249797;92249798;92249799;13942401;122812;441466	PUBCHEMANNOTATIONBIO;COCONUT:(CNP0314593);HMDB:(HMDB0029913);BloodExposome:(122812);CHEBI:(5578);SUPERNATURAL:(SN0120454);KEGG:(C08331);FooDB:(FDB001168);PUBCHEM:(163035124 5458881 92249796 92249797 92249798 92249799 13942401 122812 441466);DSSTox:(DTXSID30931818);LOTUS:(Q105025022 Q105025023 Q104396878 Q27106811);PUBCHEMANNOTATIONDRUG	138301931818	286.092	381	6.349	695994987260495115	695994672998060892	741	
1	3	0.038	0.038	-444.856	0.237	0.333	28.111	C25H23N3O7S	[M + H3N + H]+	C25H27N4O7S+	MVLRENWOCUDNRK	InChI=1S/C25H23N3O7S/c1-16(29)35-14-11-28-24(30)21-19-15-18(36(32,33)27-9-12-34-13-10-27)7-8-20(19)26-23(22(21)25(28)31)17-5-3-2-4-6-17/h2-8,15H,9-14H2,1H3	2-[12-(Morpholine-4-sulfonyl)-3,5-dioxo-7-phenyl-4,8-diazatricyclo[7.4.0.0^{2,6}]trideca-1(13),2(6),7,9,11-pentaen-4-yl]ethyl acetate	CC(=O)OCCN1C(=O)C2=C(C1=O)C(=NC3=C2C=C(C=C3)S(=O)(=O)N4CCOCC4)C5=CC=CC=C5	1.500	11398098	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(11398098);PUBMED:(null)	16777282	527.159	381	6.358	695995073692520632	695994673060975456	742	
1	1	0.010	0.010	-241.937	0.987	0.333	26.129	C14H18N6O4S2	[M - H2O + H]+	C14H17N6O3S2+	YWWITAJTTSCMSL	InChI=1S/C14H18N6O4S2/c1-11-17-14(10-19(11)2)26(23,24)16-6-8-25(21,22)18-12-4-7-20-13(9-12)3-5-15-20/h3-5,7,9-10,16,18H,6,8H2,1-2H3	1,2-dimethyl-N-(2-(N-(pyrazolo[1,5-a]pyridin-5-yl)sulfamoyl)ethyl)-1H-imidazole-4-sulfonamide	CC1=NC(=CN1C)S(=O)(=O)NCCS(=O)(=O)NC2=CC3=CC=NN3C=C2	-0.500	92115692	PUBCHEM:(92115692)	2	381.079	382	6.373	695995082777383242	695994673094529892	743	
1	1	0.332	0.434	-28.933	1.000	0.994	42.082	C12H22O11	[M + Na]+	C12H22NaO11+	DLRVVLDZNNYCBX	InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2	Brachiose	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	-4.700	95048716;95048717;95048718;154790019;154831636;118968876;21550415;124916126;124916129;124916131;124916133;67375559;9548799;9548800;9914698;6602503;16219668;5460026;16401316;135055892;135070236;135082895;53766604;129633011;129633599;101656176;101657985;101713948;96365193;96365196;162942182;162942183;162942184;162942185;162942186;162942187;162942188;162942189;162942190;6325432;6454902;156618395;76320714;56627161;126963617;126963629;126968826;70899487;70904694;91846543;91847170;91850082;91851426;91852106;91854314;91854336;91857519;91860527;91860652;91862116;91862215;25206501;10246743;133126699;46173743;46224570;29982418;90664134;90957794;71749567;71749901;93481369;93481370;132274794;68300528;11336802;11493885;45039682;59646263;10871589;872;10357;11458;26470586;26470587;26470590;26470591;26470624;26470626;26470628;26470631;26470634;26470635;26470636;26470637;25796555;439193;439557;440656;440658;441422;446588;46781992;46905267;46916402;46916407;46936892;12097236;12151086;12302008;12302012;12302013;12302018;12302019;133611839;133612057;11724912;133688586;133688587;133688677;11968638;122386517;49822387;90473857;71024604;71026767;57057775;71306906;44263858;57621288;68544316;24802156;24802240;24802287;68977337;68977340	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000048 HMDB0002923 HMDB0006792 HMDB0038489 HMDB0248216);MiMeDB:(MMDBc0029755 MMDBc0000014 MMDBc0000223);BloodExposome:(439193 46173743 440656 872 11458 24802156 46781992 25206501 46905267 6602503 46224570 133612057 126963629 5460026 90473857 118705308 71306906 12302012 440658 441422);SUPERNATURAL:(SN0069085);MESH:(872 10357 11458 439193 440656 440658 6454902 6602503 24802240 25206501 46781992 46905267 71306906 90473857 126963629 133612057);FooDB:(FDB018317);PUBCHEM:(95048716 95048717 95048718 154790019 154831636 118968876 21550415 124916126 124916129 124916131 124916133 67375559 9548799 9548800 9914698 6602503 16219668 5460026 16401316 135055892 135070236 135082895 53766604 129633011 129633599 101656176 101657985 101713948 96365193 96365196 162942182 162942183 162942184 162942185 162942186 162942187 162942188 162942189 162942190 6325432 6454902 156618395 76320714 56627161 126963617 126963629 126968826 70899487 70904694 91846543 91847170 91850082 91851426 91852106 91854314 91854336 91857519 91860527 91860652 91862116 91862215 25206501 10246743 133126699 46173743 46224570 29982418 90664134 90957794 71749567 71749901 93481369 93481370 132274794 68300528 11336802 11493885 45039682 59646263 10871589 872 10357 11458 26470586 26470587 26470590 26470591 26470624 26470626 26470628 26470631 26470634 26470635 26470636 26470637 25796555 439193 439557 440656 440658 441422 446588 46781992 46905267 46916402 46916407 46936892 12097236 12151086 12302008 12302012 12302013 12302018 12302019 133611839 133612057 11724912 133688586 133688587 133688677 11968638 122386517 49822387 90473857 71024604 71026767 57057775 71306906 44263858 57621288 68544316 24802156 24802240 24802287 68977337 68977340);GNPS:(CCMSLIB00003135177 CCMSLIB00003135196);COCONUT:(CNP0212546);NORMAN:(NS00043089 NS00070822);METACYC:(CPD-3605 CPD-10299 CPD-16575 MELIBIOSE CPD-1243 ALLOLACTOSE CPD-16571 CPD-13935);PLANTCYC:(MELIBIOSE |Gentiobiose|);CHEBI:(36231 59578 61625 62357 155706 183828 4808 151217 153758 28066 28189 43620 36229 155734 71422 61770 53445 71552 153890 28053 152309 154073 36230 148838 181906 150328 139100 153262 62103 61827 154693 147720 153179);KEGG:(C05400 C00252 C05402 C01728 C08240);DSSTox:(DTXSID10862050 DTXSID40857954 DTXSID501277441 DTXSID501317544 DTXSID60662062 DTXSID701267541 DTXSID80893952 DTXSID90424933);LOTUS:(Q104984625 Q28487684 Q74411440 Q415583 Q27106486 Q104391038 Q104984606 Q104984623 Q27271047 Q100324205 Q27116755 Q27131383 Q104984601);YMDB:(YMDB02304 YMDB00895);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(DLRVVLDZNNYCBX-UHFFFAOYSA-N)	139510356350	365.106	383	6.376	695995084971004286	695994673174221672	744	
1	1	0.310	0.435	-21.703	0.796	0.330	98.641	C12H22O11	[M + H3N + H]+	C12H26NO11+	DLRVVLDZNNYCBX	InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2	Brachiose	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O	-4.700	95048716;95048717;95048718;154790019;154831636;118968876;21550415;124916126;124916129;124916131;124916133;67375559;9548799;9548800;9914698;6602503;16219668;5460026;16401316;135055892;135070236;135082895;53766604;129633011;129633599;101656176;101657985;101713948;96365193;96365196;162942182;162942183;162942184;162942185;162942186;162942187;162942188;162942189;162942190;6325432;6454902;156618395;76320714;56627161;126963617;126963629;126968826;70899487;70904694;91846543;91847170;91850082;91851426;91852106;91854314;91854336;91857519;91860527;91860652;91862116;91862215;25206501;10246743;133126699;46173743;46224570;29982418;90664134;90957794;71749567;71749901;93481369;93481370;132274794;68300528;11336802;11493885;45039682;59646263;10871589;872;10357;11458;26470586;26470587;26470590;26470591;26470624;26470626;26470628;26470631;26470634;26470635;26470636;26470637;25796555;439193;439557;440656;440658;441422;446588;46781992;46905267;46916402;46916407;46936892;12097236;12151086;12302008;12302012;12302013;12302018;12302019;133611839;133612057;11724912;133688586;133688587;133688677;11968638;122386517;49822387;90473857;71024604;71026767;57057775;71306906;44263858;57621288;68544316;24802156;24802240;24802287;68977337;68977340	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000048 HMDB0002923 HMDB0006792 HMDB0038489 HMDB0248216);MiMeDB:(MMDBc0029755 MMDBc0000014 MMDBc0000223);BloodExposome:(439193 46173743 440656 872 11458 24802156 46781992 25206501 46905267 6602503 46224570 133612057 126963629 5460026 90473857 118705308 71306906 12302012 440658 441422);SUPERNATURAL:(SN0069085);MESH:(872 10357 11458 439193 440656 440658 6454902 6602503 24802240 25206501 46781992 46905267 71306906 90473857 126963629 133612057);FooDB:(FDB018317);PUBCHEM:(95048716 95048717 95048718 154790019 154831636 118968876 21550415 124916126 124916129 124916131 124916133 67375559 9548799 9548800 9914698 6602503 16219668 5460026 16401316 135055892 135070236 135082895 53766604 129633011 129633599 101656176 101657985 101713948 96365193 96365196 162942182 162942183 162942184 162942185 162942186 162942187 162942188 162942189 162942190 6325432 6454902 156618395 76320714 56627161 126963617 126963629 126968826 70899487 70904694 91846543 91847170 91850082 91851426 91852106 91854314 91854336 91857519 91860527 91860652 91862116 91862215 25206501 10246743 133126699 46173743 46224570 29982418 90664134 90957794 71749567 71749901 93481369 93481370 132274794 68300528 11336802 11493885 45039682 59646263 10871589 872 10357 11458 26470586 26470587 26470590 26470591 26470624 26470626 26470628 26470631 26470634 26470635 26470636 26470637 25796555 439193 439557 440656 440658 441422 446588 46781992 46905267 46916402 46916407 46936892 12097236 12151086 12302008 12302012 12302013 12302018 12302019 133611839 133612057 11724912 133688586 133688587 133688677 11968638 122386517 49822387 90473857 71024604 71026767 57057775 71306906 44263858 57621288 68544316 24802156 24802240 24802287 68977337 68977340);GNPS:(CCMSLIB00003135177 CCMSLIB00003135196);COCONUT:(CNP0212546);NORMAN:(NS00043089 NS00070822);METACYC:(CPD-3605 CPD-10299 CPD-16575 MELIBIOSE CPD-1243 ALLOLACTOSE CPD-16571 CPD-13935);PLANTCYC:(MELIBIOSE |Gentiobiose|);CHEBI:(36231 59578 61625 62357 155706 183828 4808 151217 153758 28066 28189 43620 36229 155734 71422 61770 53445 71552 153890 28053 152309 154073 36230 148838 181906 150328 139100 153262 62103 61827 154693 147720 153179);KEGG:(C05400 C00252 C05402 C01728 C08240);DSSTox:(DTXSID10862050 DTXSID40857954 DTXSID501277441 DTXSID501317544 DTXSID60662062 DTXSID701267541 DTXSID80893952 DTXSID90424933);LOTUS:(Q104984625 Q28487684 Q74411440 Q415583 Q27106486 Q104391038 Q104984606 Q104984623 Q27271047 Q100324205 Q27116755 Q27131383 Q104984601);YMDB:(YMDB02304 YMDB00895);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(DLRVVLDZNNYCBX-UHFFFAOYSA-N)	139510356350	360.150	383	6.385	695995024107457286	695994673207776108	745	
1	1	0.030	0.030	-389.960	0.993	0.026	66.293	C13H13N3O6	[M + H3N + H]+	C13H17N4O6+	IZSYSGHVJWWNBD	InChI=1S/C13H13N3O6/c1-21-12(19)8(14-11(18)9-3-2-6-22-9)7-16-5-4-10(17)15-13(16)20/h2-6,8H,7H2,1H3,(H,14,18)(H,15,17,20)	methyl (2S)-3-(2,4-dioxopyrimidin-1-yl)-2-(furan-2-carbonylamino)propanoate	COC(=O)C(CN1C=CC(=O)NC1=O)NC(=O)C2=CC=CO2	-0.500	138990872	SUPERNATURAL:(SN0159641);PUBCHEM:(138990872)	1048578	325.113	383	6.387	695995010136230278	695994673266496372	747	
